col1_1,TIC ID_1,TOI_1,Paper disp,Group Comments,Sector(s),Period [Days],Duration [Hours],Depth [%],Planet Radius [RJ],Star Radius [Râ],TESSmag,Delta TESSmag,col1_2,TIC ID_2,TOI_2,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
798,147456499,2659.01,PC,"pVshape, Short-P","3,30",1.2558789,1.795,,,,12.7331,,2736,147456499,2659.01,,3,4,3,3,3,4,4,105.8,191.8,128.62,4,0,1,PC,PC,12.7331,0.006,,1,qlp,QLP,02:44:14.59,-40:11:49.02,-8.984,0.021,-38.868,0.025,2459140.202044,2.7519999999999997E-4,1.2558789,7.0E-7,1.795,0.059000000000000004,24.441543,0.0020210000000000002,22260.0,1.8611799999999998,14.1053,0.906689,681.2510000000001,1423.0,92.0,328.18,1.652,4926.0,126.5,4.43,0.09,0.91,0.06,,,0.81,0.09870839999999999,"3,30",2021-05-04,2021-05-04,2022-12-14 12:09:24,found in faint-star QLP search
800,156887426,2799.01,PC,"FSOP, pVshape, Short-P, pTD","6,7,33",1.4367914,2.178,,,1.07,13.1811,,2876,156887426,2799.01,,3,4,3,3,1,4,4,80.6,87.9,317.0,2,0,0,PC,PC,13.1811,0.006,,1,qlp,QLP,06:36:02.72,-45:16:50.1,6.644,0.027999999999999997,14.485,0.026000000000000002,2459227.328418,3.7739999999999996E-4,1.4367914,9.000000000000001E-7,2.178,0.07,25.463642,0.0027129999999999997,23180.0,2.49873,16.9266,,1530.88,1742.0,116.0,651.979,6.1745,5873.0,122.0,4.4,,1.07,,,,1.06,,"6,7,33",2021-06-03,2021-06-03,2022-12-14 12:09:24,found in faint-star QLP search
801,200803270,2682.01,PC,"pVshape,FSOP","3,4,30",2.5981987,1.412,,,0.93,12.679,,2759,200803270,2682.01,,3,4,3,3,3,4,4,41.6,117.6,92.22,3,0,1,PC,PC,12.6795,0.006,,1,qlp,QLP,03:30:49.35,-49:42:55.79,13.882,0.021,-2.259,0.028999999999999998,2459139.377363,6.317E-4,2.5981987,2.8E-6,1.412,0.268,15.59405,0.024988999999999997,14260.0,23.0154,11.5397,0.782465,233.31900000000002,1088.0,62.0,414.029,2.238,5516.0,132.7,4.49,0.08,0.93,0.05,,,0.97,0.12496700000000001,"3,4,30",2021-06-03,2021-06-03,2022-12-14 12:09:24,V-shaped; found in faint-star QLP search
802,204698337,2535.01,PC,"SSys, FSCP",10,16.445273,3.04,1.18,,0.88,12.7,4.82,2611,204698337,2535.01,TIC 204698337.01,3,4,3,3,3,4,4,8.8,57.4,70.11,5,1,1,PC,PC,12.7024,0.008,,1,qlp,CTOI,12:22:07.07,-24:56:35.47,-68.98,0.040999999999999995,-30.075,0.037000000000000005,2458576.764481,0.0018077000000000002,16.4452725,0.0022944000000000003,3.0380000000000003,0.301,12.898863,0.010076,11810.0,9.28013,9.85518,0.6501600000000001,17.053,566.0,17.0,343.587,3.6235,5278.0,128.2,4.51,0.08,0.88,0.05,,,0.91,0.1136,10,2021-03-02,2021-03-02,2022-12-14 12:09:24,period could be half (8.2 d); CTOI from Rafael Brahm
820,240613164,1377.01,FP,"CO, pSS, OED, Vshape, FSOP",16,1.99143,4.14,1.67,0.0,0.0,10.1441,4.44,1387,240613164,1377.01,,5,5,5,5,5,5,5,,,129.24,2,1,0,PC,FP,10.1441,0.009000000000000001,,1,qlp,QLP,21:45:13.25,45:48:45.17,-4.045,0.057,-4.784,0.057,2458712.0532400003,0.00122,1.99143,8.0E-5,4.136,0.071,18.335475,0.702229,16745.8,646.568,,,108701.0,5058.0,65.0,4984.88,921.355,9458.2,455.4,,,,,,,,,16,2019-10-30,2019-10-30,2022-12-14 12:09:24,no Rs; could be off target
822,241040309,1559.01,PC,"UC, LowSNR, Vshape","17,18",3.4647900000000003,1.01,0.12,0.82,2.54,10.3978,7.35,1578,241040309,1559.01,,3,4,3,3,4,4,4,12.9,52.9,62.35,2,1,9,PC,PC,10.3978,0.009000000000000001,,1,qlp,QLP,01:22:52.18,48:57:19.31,3.798,0.085,-6.27,0.09,2458764.93926,0.00317,3.4647900000000003,4.3E-4,1.0090000000000001,0.311,1.249315,0.009071,1150.0,8.35472,9.20223,0.922291,387.778,1236.0,14.0,685.2510000000001,26.3785,8455.3,109.4,3.95,0.08,2.54,0.12,-0.273,0.021,2.1,0.323077,"17,18",2019-12-19,2020-05-20,2022-12-14 12:09:24,Rs = 2.5 RSun - large planet
823,241065596,1550.01,FP,"Vshape, FSCP, LCMOD, CO","17,18",1.62315,1.44,0.25,1.87,4.06,10.2936,6.52,1569,241065596,1550.01,,5,5,5,5,5,5,5,62.9,74.9,317.0,1,2,0,PC,FP,10.2936,0.006999999999999999,,1,qlp,QLP,01:26:56.69,49:23:19.15,1.485,0.063,-0.782,0.075,2458765.12677,0.00124,1.62315,8.0E-5,1.4380000000000002,0.07400000000000001,2.685086,0.0018399999999999998,2470.0,1.69438,20.948,1.88966,1004.5,1568.0,30.0,816.238,26.308000000000003,6628.0,293.4,3.43,0.09,4.06,0.35,0.136,0.046,1.54,0.274362,"17,18",2019-12-05,2019-12-05,2022-12-14 12:09:24,
832,249812036,1378.01,PC,"pSS, UC, LowSNR, Vshape, LCMOD, FSCP","16,17",5.77804,2.38,0.52,2.59,2.92,9.624,5.72,1388,249812036,1378.01,,3,5,5,3,4,4,4,266.6,1024.6,317.0,1,2,6,PC,APC,9.624,0.013000000000000001,,1,qlp-s56-ffi,QLP,22:39:08.53,49:25:35.62,5.235,0.047,-3.878,0.047,2459850.624241,5.232E-4,5.7785318,5.0999999999999995E-6,2.3480000000000003,0.575,5.431386,9.449394,4990.0,8665.45,42.6903,10.5937,2264.51,1921.0,81.0,547.399,9.158999999999999,8224.0,161.9,3.81,0.07,2.92,0.1,,,2.02,0.296627,"16,17,56",2019-10-30,2022-12-05,2022-12-16 12:08:26,TFOP SB1/APC; too big; V-shaped; secondary; 2 stars in pixel
833,249862365,1562.01,pFP,"pCO, Vshape, pSS, FSCP, Short-P, LowSNR",18,0.9899899999999999,2.05,0.04,0.35,1.84,9.102260000000001,8.44,1581,249862365,1562.01,,5,5,5,5,5,5,5,15.8,84.9,14.81,1,3,3,PC,FP,9.102260000000001,0.006,,1,qlp,QLP,02:32:29.52,52:42:14.73,41.218,0.08,-46.098,0.068,2458791.5299,0.00594,0.9899899999999999,4.7000000000000004E-4,2.05,0.5529999999999999,0.45610500000000004,0.002428,420.0,2.23588,3.95137,0.34913099999999997,7729.29,2612.0,13.0,184.69,1.2895,6208.0,172.9,3.99,0.08,1.84,0.08,,,1.194,0.175866,18,2019-12-19,2020-05-20,2022-12-14 12:09:24,Significant odd-even; likely EB
849,262330063,947.01,PC,"Vshape, Fla, FSCP, FSOP, LowSNR, LCMOD",5,7.315230000000001,1.83,0.82,1.6,1.79,10.642000000000001,5.21,929,262330063,947.01,,5,5,5,5,4,5,5,64.9,94.7,317.0,0,1,3,PC,APC,10.642000000000001,0.008,,1,qlp-s05-b01,QLP,05:13:16.52,04:48:35.63,19.609,0.076,-13.807,0.064,2458444.9382,0.00135,7.315230000000001,0.00108,1.8319999999999999,0.168,8.967108,0.043551,8225.0,40.1108,17.8813,1.51633,187.78400000000002,1031.0,43.0,390.775,6.9555,6251.5,148.3,4.0,0.49,1.79,0.09,,,1.24,0.187876,5,2019-07-24,2021-12-07,2022-12-14 12:09:24,needs follow-up to determine which star is source. TFOP APC; previously retired as  SB2
859,284050395,1568.01,PC,"FSCP, pVshape, Short-P","17,18",1.35932,2.83,0.28,0.93,0.94,9.74734,6.37,1587,284050395,1568.01,,5,5,5,5,5,5,5,191.1,487.2,77.22,8,2,1,PC,FP,9.74734,0.006,,1,qlp,QLP,00:35:57.57,65:01:33.73,114.792,0.047,-33.288000000000004,0.05,2458765.47569,0.00137,1.35932,5.9999999999999995E-5,2.8310000000000004,0.053,3.087878,0.569333,2840.0,524.238,10.3751,2.44543,15609.5,3113.0,72.0,104.35799999999999,0.33899999999999997,5421.0,130.6,4.46,0.08,0.94,0.05,,,0.9440000000000001,0.114837,"17,18",2019-12-19,2020-05-20,2022-12-14 12:09:24,check neighbors
860,285674856,1570.01,FP,"pVshape, pSS, CO",18,1.74626,3.88,0.11,0.5,1.8,9.4883,7.39,1589,285674856,1570.01,,5,5,5,5,5,5,5,16.5,85.5,27.13,2,2,4,PC,FP,9.4883,0.012,,1,qlp,QLP,03:32:47.11,51:53:04.21,1.126,0.083,-14.844000000000001,0.068,2458790.81038,0.013269999999999999,1.74626,0.0016300000000000002,3.88,0.608,1.205837,0.0047409999999999996,1110.0,4.3667,5.62786,0.44852,17804.9,3218.0,12.0,294.123,3.1430000000000002,8348.0,154.7,4.24,0.07,1.8,0.06,,,2.06,0.311562,18,2019-12-19,2020-05-20,2022-12-14 12:09:24,other features at different periods in the BLS
861,286696848,3742.01,PC,"pVshape, LCMOD, FSOP, pTD, FSCP",19,8.927900900000001,3.278,,,,12.8814,,3820,286696848,3742.01,,5,5,5,5,5,5,5,39.6,72.2,317.0,1,0,1,PC,FP,12.8814,0.008,,1,qlp,QLP,04:51:11.92,50:05:48.83,40.626,0.046,-29.916999999999998,0.044000000000000004,2458835.622721,0.0013832,8.927900900000001,9.795E-4,3.278,0.243,55.188235999999996,0.041871,49560.0,38.564,15.0384,0.6392760000000001,17.5959,570.0,60.0,166.81799999999998,0.7509999999999999,3916.0,157.0,4.59,0.01,0.67,0.02,,,0.641063,0.0202899,19,2021-06-23,2021-06-23,2022-12-14 12:09:24,found in faint-star QLP search
873,295599256,1108.01,PC,"Vshape, FSCP, FSOP, LCMOD",13,7.143860000000001,1.47,1.11,1.98,1.91,9.941,4.88,1093,295599256,1108.01,,5,5,5,5,5,5,5,98.0,224.7,317.0,2,0,1,PC,FP,9.941,0.006,,1,qlp,QLP,18:16:53.19,-68:11:52,6.355,0.048,-13.85,0.057999999999999996,2458655.54872,9.8E-4,7.143860000000001,5.4E-4,1.4669999999999999,0.223,12.170003,0.05847,11146.4,53.8514,22.1531,1.97652,,,54.0,417.08,7.204,7860.0,220.0,4.15,0.07,1.91,0.11,,,1.99,0.287445,13,2019-08-15,2019-08-15,2022-12-14 12:09:24,Large
883,304774444,1122.01,pFP,"FSCP, UC, LowSNR, NT",13,3.6265400000000003,3.3,0.09,0.38,1.38,10.2934,7.6,1107,304774444,1122.01,,5,5,5,5,5,5,5,7.5,46.8,16.76,1,1,1,PC,FP,10.2934,0.006999999999999999,,1,qlp,QLP,18:45:28.68,-52:15:46.54,4.1,3.2,-24.9,3.0,2458658.77421,0.004229999999999999,3.6265400000000003,0.00106,3.298,0.319,0.9884700000000001,9.99E-4,910.0,0.920342,4.22803,,944.6089999999999,,16.0,249.826,,6317.0,,,,1.38,,,,,,13,2019-08-22,2020-05-20,2022-12-14 12:09:24,Likely stellar variability
885,312678993,1531.01,pFP,"Short-P,  pSS, Vshape, LCMOD, FSCP","17,18",0.51731,1.34,0.19,0.84,2.18,8.3593,6.81,1550,312678993,1531.01,,3,5,5,3,4,4,4,,,65.09,6,5,6,PC,APC,8.3593,0.008,,1,qlp,QLP,00:54:23.36,54:31:40.83,-5.3,1.1,-5.1,1.1,2458765.07197,7.5E-4,0.51731,1.0E-5,1.339,0.114,2.0431049999999997,0.001256,1880.0,1.15645,9.43702,0.6329899999999999,4358.75,2263.0,85.0,,,5095.6,158.4,,,2.18,0.13,,,,,"17,18",2019-12-05,2020-05-20,2022-12-14 12:09:24,check neighbors; likely nearby binary system
886,319568619,3277.01,PC,"Short-P, FSCP, FSOP, pVshape, pTD","13,27",1.5265889,,,,0.78,,4.07,3354,319568619,3277.01,,3,4,4,3,3,4,4,98.8,213.1,103.39,3,0,1,PC,PC,12.7572,0.006,,1,qlp,QLP,19:23:25.67,-54:19:50.34,36.496,0.036000000000000004,-117.53399999999999,0.03,2459058.4392810003,3.1319999999999997E-4,1.5265889,1.8000000000000001E-6,1.6880000000000002,0.06,25.963932999999997,0.0033740000000000003,23630.0,3.10775,12.3611,0.845252,391.36199999999997,1239.0,94.0,273.098,1.8940000000000001,4887.0,127.4,4.57,0.09,0.77,0.05,,,0.8,0.09711089999999999,"13,27",2021-06-04,2021-06-04,2022-12-14 12:09:24,found in faint-star QLP search
890,335996558,2027.01,PC,"FSCP, LowSNR, NT, UC",24,1.46329,2.43,0.08,0.32,1.28,10.5027,7.81,2076,335996558,2027.01,,5,5,5,5,5,5,5,9.0,57.2,12.4,2,2,0,PC,FP,10.5027,0.006,,1,qlp,QLP,22:13:19.66,62:51:26.59,4.812,0.09300000000000001,1.212,0.081,2458739.50775,0.00259,1.46329,2.0E-5,2.431,0.355,0.814608,0.001125,750.0,1.03585,3.54656,0.21775100000000003,3541.21,2149.0,24.0,238.06099999999998,2.459,6168.0,232.5,4.29,0.1,1.28,0.06,,,1.176,0.192148,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,Possibly in the Neptune desert!
894,368536386,1666.01,FP,"CO, FSCP, Short-P, FSOP, LCMOD, LowSNR","18,19",1.69433,2.17,0.07,0.46,2.0,10.3693,7.97,1686,368536386,1666.01,,5,5,5,5,5,5,5,9.1,45.0,23.66,1,2,2,PC,FP,10.3693,0.006,,1,qlp,QLP,05:57:40.84,36:45:56.9,-2.947,0.075,-1.976,0.061,2458818.74012,0.00948,1.69433,0.00183,2.169,0.563,0.705958,0.004021,650.0,3.7035400000000003,5.207330000000001,0.47039,3651.29,2165.0,10.0,428.94800000000004,6.985,7185.0,269.0,4.04,0.09,2.0,0.08,,,1.607,0.288327,"18,19",2020-01-29,2020-01-29,2022-12-14 12:09:24,
896,389753172,319.01,PC,"Vshape, Short-P",2,0.7135600000000001,0.97,4.25,1.3,0.64,12.7464,3.43,246,389753172,319.01,,5,5,5,5,3,5,5,302.4,195.3,317.0,4,0,4,PC,APC,12.7464,0.006,,1,qlp-toi-update-03-29-22,QLP,23:25:09.78,-47:56:44.14,-32.589,0.043,-8.129,0.09300000000000001,2459086.5308970003,2.5839999999999994E-4,0.7135373,3.0E-7,0.892,0.038,20.318489000000003,2.0619240000000003,18540.0,1897.3,16.1586,3.83695,667.2330000000001,1415.0,146.0,182.56099999999998,1.815,4349.7,128.9,4.58,0.22,0.74,0.07,,,0.65,0.0819712,"1,2,28",2018-12-20,2022-03-29,2022-12-14 12:09:24,There is a potential odd even; TFOP APC: previously retired as BEB due to chromaticity
899,403256331,1583.01,pFP,"FSCP, pCO, NT, LowSNR","17,18",3.7718800000000003,2.92,0.05,0.9,4.62,9.5425,8.37,1602,403256331,1583.01,,5,5,5,5,5,5,5,9.2,33.2,72.41,0,1,4,PC,FP,9.5425,0.013000000000000001,,1,qlp,QLP,00:16:59.84,58:40:45.31,0.654,0.038,-2.8560000000000003,0.036000000000000004,2458765.82123,0.00642,3.7718800000000003,7.599999999999999E-4,2.923,0.45899999999999996,0.488691,0.001113,450.0,1.02536,10.0329,0.616291,5181.65,2363.0,11.0,867.296,21.8335,10097.0,249.5,3.52,0.07,4.62,0.16,,,2.59,0.340593,"17,18",2019-12-19,2020-05-20,2022-12-14 12:09:24,planet roughly 10 Re; check neighbors; possible stellar variability
902,452803785,1483.01,FP,"FSCP, LCMOD, LowSNR, CO","16,17",5.00626,3.76,0.30,0.53,1.09,10.4935,6.31,1502,452803785,1483.01,,5,5,5,5,5,5,5,19.8,102.5,37.21,0,3,2,EB,FP,10.4935,0.006,,1,qlp-s56-ffi,QLP,22:33:44.41,52:38:10.81,20.218,0.046,0.439,0.055,2459844.552858,0.0037272,5.003785700000001,2.8699999999999996E-5,4.154,0.5710000000000001,2.119253,0.44675200000000004,1950.0,411.389,6.77338,0.5390510000000001,2812.53,2028.0,23.0,209.69,1.3359999999999999,6109.0,156.1,4.42,0.09,1.09,0.05,,,1.15,0.168641,"16,17,56",2019-12-05,2022-11-07,2022-12-14 12:09:24,Some centroid offset; retired as TFOP FP/NEB
905,470852531,1625.01,pFP,"NT, pCO, FSCP, Short-P, LowSNR","17,18",1.4944600000000001,2.11,0.09,0.38,1.43,10.2918,7.63,1644,470852531,1625.01,,5,5,5,5,5,5,5,11.2,61.4,16.51,1,3,2,PC,FP,10.2918,0.006,,1,qlp,QLP,23:58:57.88,61:33:14.72,37.501999999999995,0.052000000000000005,-13.408,0.071,2458765.5340400003,0.00394,1.4944600000000001,2.2999999999999998E-4,2.114,0.36700000000000005,0.966735,0.001739,890.0,1.6014,4.21366,0.272462,3024.1,2065.0,19.0,269.476,2.3625,6587.0,163.9,4.27,0.09,1.43,0.06,,,1.3719999999999999,0.230037,"17,18",2019-12-19,2020-05-20,2022-12-14 12:09:24,shallow secondary eclipse might be due to a planet
910,2041563029,1427.01,pFP,"LCMOD, LowSNR, Long-P, FSCP",16,12.80758,3.6,2.71,1.02,0.63,10.0526,3.92,1438,2041563029,1427.01,,5,5,5,5,5,5,5,54.6,417.2,83.89,2,1,0,PC,FP,10.0526,0.006,,1,qlp,QLP,23:06:04.19,43:53:55.08,-2.799,2.2,-37.635999999999996,2.02,2458747.00971,3.0E-4,12.80758,2.2999999999999998E-4,3.596,0.083,29.843665,0.007576,27112.7,6.97744,11.4222,0.505247,28.4034,643.0,123.0,72.6157,7.92175,5094.4,106.1,,,0.63,0.03,,,,,16,2019-11-12,2019-11-12,2022-12-14 12:09:24,could be a multi-planet system or an EB
915,67566164,4196.01,PC,"LCMOD, FSOP",3,3.1259240000000004,2.985,,,1.24,12.534,,4276,67566164,4196.01,,3,4,3,3,3,4,4,60.7,75.3,317.0,2,1,1,PC,PC,12.5345,0.006,,1,qlp,QLP,01:04:00.25,-31:41:07.76,-2.7760000000000002,0.043,-0.341,0.038,2458404.326719,7.633E-4,3.1259240000000004,2.101E-4,2.985,0.075,20.484439000000002,0.002817,18690.0,2.59475,17.3686,0.9085409999999999,600.297,1378.0,82.0,560.078,9.9665,5828.0,130.4,4.28,0.08,1.24,0.06,,,1.05,0.13459300000000002,3,2021-07-12,2021-07-12,2022-12-14 12:09:24,found in faint-star QLP search
930,265612438,145.01,PC,"Vshape, UC",1,5.12944,4.83,0.34,0.92,1.62,11.6789,6.18,47,265612438,145.01,,3,4,4,3,3,4,4,14.1,46.3,58.95,10,1,3,PC,PC,11.6789,0.006,,1,qlp-s28-tois,QLP,22:12:41.93,-55:58:43.69,-5.816,0.065,-4.917,0.063,2459060.6424,0.0037700000000000003,5.13002,2.9999999999999997E-5,4.78,0.69,3.671647,0.002188,3376.0,2.01525,8.86428,0.524885,842.8660000000001,1501.0,22.0,438.421,8.695,5430.7,64.5,4.4,2.0,1.58,0.08,,,0.97,0.117664,"1,27,28",2018-09-05,2021-12-07,2022-12-14 12:09:24,Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.
932,290348382,1099.01,pFP,"FSCP, LowSNR, pCO, NT",13,6.4404900000000005,1.85,0.79,0.44,0.53,9.66865,5.25,1098,290348382,1113.01,,5,5,5,5,5,5,5,30.5,279.9,21.74,1,1,2,PC,FP,9.66865,0.006999999999999999,,1,qlp,QLP,21:54:50.6,-77:20:14.76,247.896,0.187,-157.626,0.158,2458658.78715,0.00238,6.4404900000000005,0.00115,1.854,0.12300000000000001,8.633264,0.008187999999999999,7920.0,7.5416,4.90147,0.21873299999999998,7.46851,460.0,19.0,23.8853,0.05215,3469.0,157.0,4.71,0.01,0.53,0.02,,,0.5313319999999999,0.0204257,13,2019-08-15,2020-05-20,2022-12-14 12:09:24,2 stars in the same pixel (290348383)
941,367425982,3937.01,PC,"Short-P, FSCP, pVshape,FSOP, pTD","16,18,24",1.6923658,,,1.3,,,4.23,4015,367425982,3937.01,,3,4,4,3,1,4,4,69.2,156.9,110.78,5,0,0,PC,PC,12.9577,0.006,,1,qlp,QLP,22:16:31.92,66:51:38.05,-17.095,0.025,-11.956,0.027000000000000003,2458980.420839,5.832000000000001E-4,1.6923658,5.9E-6,1.932,0.081,22.378059,0.0077280000000000005,20400.0,7.117389999999999,12.9055,0.764946,583.432,1369.0,95.0,367.42800000000005,2.0775,5287.0,138.7,4.5,0.08,0.89,0.05,,,0.9079999999999999,0.115122,"16,18,24",2021-06-23,2021-06-23,2022-12-14 12:09:24,found in faint-star QLP search
946,240823272,3693.01,PC,"FSCP, LCMOD, pSS, FSOP","17,18",9.0881638,,,1.3,,,4.02,3771,240823272,3693.01,,3,4,4,3,3,4,4,47.2,201.3,110.71,1,13,1,PC,PC,11.419,0.006,,1,qlp,QLP,01:02:37.05,51:18:14.01,-6.931,0.064,-21.334,0.071,2458806.681481,8.136000000000002E-4,9.0881638,3.139E-4,3.4019999999999997,0.092,27.109911,0.003698,24660.0,3.4059800000000005,12.8974,0.762001,57.0645,765.0,78.0,176.43599999999998,1.216,5211.0,134.1,4.58,0.08,0.8,0.05,,,0.887,0.11315499999999999,"17,18",2021-06-23,2021-06-23,2022-12-14 12:09:24,found in faint-star QLP search
951,330135981,3604.01,PC,"Short-P, pVshape, FSCP, LCMOD, FSOP, pTD","16,17",1.0666697498224,,,,,,4.22,3682,330135981,3604.01,,3,4,4,3,2,4,4,,,317.0,7,3,2,PC,PC,11.7344,0.006999999999999999,,1,qlp,QLP,22:14:00.25,56:55:08.33,,,,,2458787.005487,2.927E-4,1.0666883999999999,1.1400000000000001E-5,1.5490000000000002,0.068,22.499984,0.001033,20510.0,0.951211,,,957.5880000000001,1549.0,156.0,,,4893.1,28.6,,,,,,,,,"16,17",2021-06-23,2021-06-23,2022-12-14 12:09:24,V-shaped; found in faint-star QLP search
952,376637093,1516.01,PC,"pTD, Short-p, pVshape, pTD","17,18",2.05603,2.83,1.66,1.46,1.24,10.377,4.45,1535,376637093,1516.01,,3,5,5,3,4,4,4,163.4,199.4,317.0,7,2,2,PC,CP,10.377,0.006,,1,qlp,QLP,22:40:20.31,69:30:13.43,16.223,0.040999999999999995,-1.325,0.040999999999999995,2458765.3253099998,1.8999999999999998E-4,2.05603,1.0E-5,2.8289999999999997,0.015,18.141369,2.3199999999999997E-4,16570.0,0.213889,16.4042,0.707635,1903.14,1840.0,72.0,247.054,1.361,6485.0,136.0,4.37,0.09,1.24,0.05,,,1.324,0.221627,"17,18",2019-12-05,2020-05-20,2022-12-14 12:09:24,TOI 1516; TFOP investigation ongoing
954,440113053,3595.01,PC,"Short-P, pTD, Vshape, LCMOD, UC, FSOP, CP, Qatar-4b",17,1.8053759836795,,,1.1,,,4.3,3673,440113053,3595.01,,3,5,5,3,5,4,5,73.8,170.9,108.24,1,13,0,PC,KP,12.8416,0.006999999999999999,,1,qlp,QLP,00:19:26.23,44:01:39.35,0.985,0.031,-8.866,0.017,2458787.791395,8.045999999999999E-4,1.8052032,1.2030000000000001E-4,2.0180000000000002,0.102,25.041354000000002,0.012176000000000001,22800.0,11.2148,12.7049,0.8593930000000001,477.11699999999996,1302.0,66.0,329.036,2.867,5090.0,127.7,4.54,0.09,0.82,0.05,,,0.85,0.104342,17,2021-06-23,2021-06-23,2022-12-14 12:09:24,found in faint-star QLP search
955,468574941,2046.01,PC,"CP, FSOP, UC",24,1.4972,2.81,1.67,1.64,1.24,10.995999999999999,4.44,2095,468574941,2046.01,,3,5,5,3,4,4,4,199.6,233.7,317.0,6,3,5,PC,CP,10.995999999999999,0.006,,1,qlp,QLP,01:04:44.39,74:19:52.7,6.292999999999999,0.04,-9.958,0.040999999999999995,2458792.39519,3.7999999999999997E-4,1.4972,0.0,2.806,0.17800000000000002,18.262819,0.10205399999999999,16680.0,93.9911,18.3536,1.57477,6345.14,2486.0,204.0,289.668,2.208,6081.0,137.7,4.31,0.08,1.24,0.06,,,1.139,0.151562,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,
957,113648563,3286.01,PC,"pTD, FSOP, pVshape, FSCP, UC, Fla","13,27",2.032568,1.3119999999999998,1.83,,0.85,12.92,4.35,3363,113648563,3286.01,,3,4,4,3,3,4,4,58.8,139.0,95.73,4,0,1,PC,PC,12.925999999999998,0.006,,1,qlp,QLP,19:35:25.65,-38:25:56.24,1.101,0.043,-20.222,0.025,2459060.316071,7.187000000000001E-4,2.0325685,5.0999999999999995E-6,1.3119999999999998,0.16699999999999998,20.008784,0.011170000000000001,18260.0,10.2883,11.845999999999998,0.831526,175.933,1014.0,19.0,312.259,2.2885,4950.0,128.1,4.49,0.09,0.85,0.06,,,0.82,0.0981219,"13,27",2021-06-04,2021-06-04,2022-12-14 12:09:24,V-shaped; found in faint-star QLP search
961,102713734,2580.01,PC,"FSCP, pTD, pVshape",19,3.3978620000000004,4.502,1.00,,1.83,10.806,5.0,2657,102713734,2580.01,TIC 102713734.01,3,4,3,3,2,4,4,89.2,116.0,317.0,2,3,2,PC,PC,10.8064,0.006,,1,qlp,CTOI,04:08:47.81,67:06:59.5,10.767000000000001,0.032,-5.1739999999999995,0.047,2458839.453257,6.684E-4,3.3978620000000004,1.937E-4,4.502,0.126,10.868146000000001,0.001008,9960.0,0.92863,18.3834,0.865094,2031.47,1870.0,121.0,379.25300000000004,4.518,6590.0,230.5,4.05,0.1,1.83,0.08,,,1.3730000000000002,0.242019,19,2021-03-18,2021-03-18,2022-12-14 12:09:24,CTOI from Olmschenk (2021)
964,387791274,3142.01,pFP,"pVshape, Short-P, pCO, FSCP, FSOP, LowSNR","11,12",1.15367,2.454,3.11,,,13.22,3.77,3219,387791274,3142.01,,3,4,3,3,3,4,4,,,317.0,1,0,1,PC,PC,13.229000000000001,0.032,,1,qlp-s38-tois,QLP,14:29:12.45,-62:03:13.79,-3.605,0.026000000000000002,-2.367,0.033,2459360.085141,0.0022495,1.1536561,4.5E-6,2.51,0.17600000000000002,44.536823999999996,1.540808,40190.0,1418.13,,,,,15.0,1517.54,52.065,,,,,,,,,,,"11,12,38",2021-06-04,2022-09-20,2022-12-14 12:09:24,found in faint-star QLP search
965,407922734,3270.01,PC,"FSOP, UC, LowSNR, FSCP, LCMOD, SSys","13,27",6.475067,2.305,2.54,,,12.2017,3.99,3347,407922734,3270.01,,3,4,4,3,3,4,4,,,317.0,2,0,1,PC,PC,12.2017,0.006999999999999999,,1,qlp,QLP,19:22:42.4,-76:19:20.39,,,,,2459048.015118,0.0017120000000000002,6.475067,4.55E-5,2.305,0.141,27.900562,0.025212000000000002,25370.0,23.2211,,,40.6961,703.0,17.0,,,4899.8,76.1,,,,,,,,,"13,27",2021-06-04,2021-06-04,2022-12-14 12:09:24,found in faint-star QLP search
