col1_1,TIC ID_1,TOI_1,Paper disp,Group Comments,Sector(s),Period [Days],Duration [Hours],Depth [%],Planet Radius [RJ],Star Radius [Râ],TESSmag,Delta TESSmag,col1_2,TIC ID_2,TOI_2,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
0,313761775,1526.01,PC,"FSOP, FSCP, LowSNR","15,16,17",1.5312700000000001,1.3,0.05,0.49,2.38,9.693811,8.32,1545,313761775,1526.01,,5,5,5,5,5,5,5,13.4,52.0,26.26,2,5,2,PC,FP,9.693811,0.006,,1,qlp,QLP,21:13:23.42,56:56:37.44,-29.564,0.057999999999999996,-19.113,0.05,2458716.35218,0.0038399999999999997,1.5312700000000001,1.1E-4,1.301,0.302,0.510416,0.001807,470.0,1.66395,5.5149300000000006,0.417825,978.546,1558.0,11.0,320.06,2.6215,6298.0,299.8,3.77,0.11,2.38,0.11,,,1.235,0.245621,"15,16,17",2019-12-05,2020-05-20,2022-12-14 12:09:24,Variable star; some depth-aperture correlation
1,314835525,2049.01,PC,"FSOP, pVshape, FSCP, UC, Fla",24,5.3032900000000005,3.71,0.12,1.05,3.48,10.6568,7.3,2098,314835525,2049.01,,3,4,3,3,3,4,4,15.2,31.9,94.63,0,2,1,PC,PC,10.6568,0.012,,1,qlp,QLP,23:07:38.36,56:41:40.25,19.194000000000003,0.045,-0.35600000000000004,0.037000000000000005,2458768.86655,0.00585,5.3032900000000005,2.2E-4,3.707,0.395,1.303666,0.002644,1200.0,2.43495,11.7443,0.9244379999999999,473.142,1299.0,11.0,571.487,9.0355,6054.7,145.0,3.41,0.09,3.48,0.21,0.23,0.016,1.13,0.153753,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,shoulder before ingress and after egress
2,322062001,2055.01,PC,"FSCP, FSOP, Vshape",24,4.69802,2.32,0.74,2.57,1.61,10.6526,5.33,2104,322062001,2055.01,,5,5,5,5,1,5,5,202.6,494.8,317.0,3,2,0,PC,APC,10.6526,0.006,,1,qlp,QLP,21:36:57.33,69:17:02.2,-5.7,1.9,-1.7,2.0,2458767.32115,5.200000000000001E-4,4.69802,2.0E-5,2.324,0.08900000000000001,8.053385,1.688014,7390.0,1553.51,28.8625,,1332.32,,113.0,376.423,,6782.0,,,,1.61,,,,,,24,2020-06-19,2020-05-28,2022-12-14 12:09:24,V-shaped transit
3,327579226,1532.01,PC,"FSOP, pVshape, pSS, FSCP","17,18",8.90592,2.89,0.71,1.14,1.41,10.1786,5.38,1551,327579226,1532.01,,3,4,4,3,4,4,4,37.6,147.0,105.12,4,3,3,PC,PC,10.1786,0.006,,1,qlp-s57-ffi,QLP,00:18:56.7,57:12:02.26,13.935,0.04,-5.6,0.035,2459876.057508,8.648E-4,8.9054163,9.699999999999999E-6,2.762,0.401,6.883628,0.31096399999999996,6320.0,286.367,12.4762,0.594123,242.291,1099.0,69.0,259.563,2.074,6659.0,172.5,4.29,0.09,1.41,0.06,,,1.4040000000000001,0.245071,"17,18,24,57",2019-12-05,2022-12-13,2022-12-16 12:08:26,
7,339538183,1662.01,PC,"pCO, LowSNR, FSCP","18,19",2.60969,1.42,0.36,1.89,1.78,9.7053,6.12,1682,339538183,1662.01,,5,5,5,5,5,5,5,196.8,306.9,317.0,5,1,5,PC,FP,9.7053,0.006,,1,qlp,QLP,06:13:16.54,63:41:06.03,-4.99,0.961,0.594,1.224,2458818.58553,7.0E-4,2.60943,5.9999999999999995E-5,1.463,0.09,3.741371,0.9559219999999999,3440.0,880.049,21.2194,,3040.87,,74.0,294.29200000000003,,7235.0,,,,1.78,,,,,,"18,19,20",2020-01-29,2020-01-29,2022-12-14 12:09:24,large;  non-synchronized stellar activity; secondary (200ppm)
9,345143460,1533.01,PC,"FSOP, FSCP, LowSNR",17,3.6462,1.74,0.10,0.25,0.88,10.1128,7.47,1552,345143460,1533.01,,3,4,3,3,4,4,4,8.0,68.4,8.96,1,6,5,PC,PC,10.1128,0.006,,1,qlp-s57-ffi,QLP,23:40:59.21,57:29:06.87,19.799,0.045,-34.45,0.047,2459877.675475,0.0017165,3.6458044000000003,1.13E-5,1.805,0.244,1.097148,0.063408,1010.0,58.3995,2.93655,0.197499,119.869,921.0,17.0,100.051,0.2983,5053.0,119.9,4.48,0.08,0.88,0.05,,,0.843,0.10016900000000001,"17,24,57",2019-12-05,2022-12-13,2022-12-16 12:08:26,Single transit-like feature at ~1782 TBJD
10,346338552,1388.01,PC,"LCMOD, pEV, FSCP",16,4.46491,2.7,1.56,1.36,1.18,9.76031,4.52,1398,346338552,1388.01,,5,5,5,5,5,5,5,127.5,153.2,317.0,0,0,0,KP,KP,9.76031,0.006,,1,qlp-s56-ffi,QLP,22:57:46.89,38:40:29.71,32.384,0.040999999999999995,-41.751000000000005,0.044000000000000004,2459847.3365080003,2.303E-4,4.4653014,1.5E-6,2.494,0.044000000000000004,16.144910999999997,0.26996,14760.0,248.611,14.5338,0.6562819999999999,243.703,1100.0,149.0,158.97899999999998,0.971,6051.2,106.5,4.35,0.08,1.18,0.05,0.15784,0.00681689,1.126,0.150085,"16,56",2019-10-30,2022-11-15,2022-12-14 12:09:24,HAT-P-1b
22,372264750,1355.01,PC,"FSOP, FSCP, pVshape","16,17,18",2.17026,2.22,0.61,1.39,1.85,8.65269,5.54,1365,372264750,1355.01,,3,4,4,3,3,4,4,145.0,220.3,317.0,5,43,2,PC,PC,8.65269,0.006,,1,qlp-tois-update,QLP,22:05:13.83,66:46:31.07,15.593,0.049,7.409,0.055999999999999994,2458740.23682,2.2999999999999998E-4,2.17026,1.0E-5,2.221,0.11199999999999999,6.643273,4.62E-4,6100.0,0.425468,15.6224,0.58248,10584.8,2825.0,272.0,248.148,1.6655,9218.0,636.1,4.27,0.09,1.85,0.07,,,2.336,0.387125,"16,17,18,24,57",2019-10-30,2022-12-13,2022-12-14 12:09:24,
32,266500992,1655.01,PC,"LowSNR, FSOP, FSCP, UC, LCMOD","18,19",3.2776699999999996,3.07,0.11,0.33,1.15,10.3309,7.45,1674,266500992,1655.01,,1,4,1,1,4,4,4,8.5,57.9,13.06,5,2,10,PC,PC,10.3309,0.006,,1,qlp,QLP,04:04:41.34,52:15:25.17,5.89,0.071,-16.735,0.048,2458819.70953,0.00524,3.2776699999999996,0.00135,3.071,0.488,1.140622,0.002802,1050.0,2.5810000000000004,3.67705,0.28926799999999997,573.692,1363.0,13.0,165.31400000000002,0.987,5411.0,153.9,4.29,0.09,1.15,0.06,,,0.941,0.11714300000000001,"18,19",2020-01-29,2020-01-29,2022-12-14 12:09:24,Potential L1 candidate
35,269238073,1520.01,PC,"LCMOD, UC, Vshape, FSCP","17,18",6.15501,4.18,0.07,0.35,1.5,9.68805,7.9,1539,269238073,1520.01,,3,4,3,3,4,4,4,5.9,46.0,14.54,1,3,4,PC,PC,9.68805,0.006,,1,qlp,QLP,23:20:55.86,62:09:40.25,27.666,0.045,8.25,0.035,2458766.00953,0.00829,6.15501,0.00268,4.178,0.526,0.749417,0.0012929999999999999,690.0,1.19076,3.8913800000000003,0.25033299999999997,493.779,1313.0,13.0,196.55,1.0125,6153.0,155.5,4.15,0.08,1.5,0.07,,,1.169,0.16558699999999998,"17,18",2019-12-05,2020-05-20,2022-12-14 12:09:24,Slight depth-aperture correlation
38,270333769,2044.01,PC,"FSOP, LowSNR, UC, FSCP",24,4.12066,1.72,0.10,0.65,2.38,10.4887,7.5,2093,270333769,2044.01,,5,5,5,5,5,5,5,7.7,37.4,42.41,1,1,0,PC,FP,10.4887,0.064,,1,qlp,QLP,23:27:31.27,61:23:33.05,-5.8839999999999995,0.059000000000000004,-5.005,0.057,2458770.06672,0.00974,4.12066,2.1E-4,1.7209999999999999,0.321,1.086279,0.003105,1000.0,2.8597099999999998,7.32494,0.5884520000000001,1378.26,1697.0,11.0,664.0060000000001,16.6285,9953.0,965.5,4.09,0.1,2.38,0.13,,,2.55,0.425871,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,Minor depth aperture correlation
46,272049972,1519.01,FP,"CO, NT, LowSNR, FSCP","17,18",1.09589,2.82,0.40,0.9,0.68,10.1914,6.0,1538,272049972,1519.01,,5,5,5,5,5,5,5,55.3,158.7,61.11,1,2,0,EB,FP,10.1914,0.006,,1,qlp-s57-ffi,QLP,23:41:40,62:55:17.35,1.9,2.7,-7.2,2.7,2458981.242084,0.0034431999999999996,1.0960111000000001,3.13E-5,3.167,0.235,2.336846,0.103058,2150.0,94.9153,9.057139999999999,,14474.6,,50.0,294.851,,6083.0,116.7,,,1.58,,,,,,"17,18,24,57",2019-12-05,2022-12-12,2022-12-16 12:08:26,TFOP FP/NEB
51,277447970,1361.01,PC,"FSCP, FSOP, pBEER, UC","15,16",2.23788,3.33,0.50,1.07,1.66,10.2202,5.76,1371,277447970,1361.01,,3,4,3,3,4,4,4,50.3,155.7,87.69,8,5,2,PC,PC,10.2202,0.006,,1,qlp-s57-ffi,QLP,21:23:19.08,52:48:52.92,1.433,0.048,-8.256,0.045,2459834.5530520002,9.833E-4,2.2374329,6.3E-6,3.1289999999999996,0.255,3.9048059999999998,0.10826600000000002,3590.0,99.7115,11.2088,0.47004700000000005,3302.6,2111.0,39.0,339.994,3.1195,7050.0,166.7,4.19,0.09,1.66,0.07,,,1.558,0.27032399999999995,"15,16,56,57",2019-10-30,2022-12-13,2022-12-16 12:08:26,rapidly rotating variable host star; multiple stars in pixel
57,278683844,119.01,PC,"pCO, FSOP, FSCP","1,2,3,4,5,6",5.541143,3.03,0.06,0.22,0.83,9.2789,8.01,18,278683844,119.01,,1,5,5,5,3,1,4,4.2,57.2,4.54,4,45,1,PC,PC,9.2789,0.006,,1,qlp,UNKNOWN,06:36:57.22,-58:00:58.15,51.497,0.042,-205.6,0.049,2459380.4261950003,0.0010384,5.541106299999999,1.15E-5,2.481,0.396,0.532141,1.68E-4,490.0,0.154407,1.96744,0.122824,235.18900000000002,1090.0,43.0,66.6187,0.1003,5332.0,184.0,4.56429,0.272717,0.82,0.05,,,0.86,0.102503,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",2019-05-07,2021-08-19,2022-12-14 12:09:24,Some depth-aperture correlation. TFOP work in progress. Multi candidate. Centroid offset but not centered on another star.
67,281408474,628.01,PC,"TOI-628 b, CP, FSOP, Vshape",6,3.4076,3.69,0.75,1.08,1.38,9.656460000000001,5.31,574,281408474,628.01,,4,5,5,4,4,4,4,89.4,247.6,100.48,6,12,5,PC,CP,9.656460000000001,0.006999999999999999,,1,qlp,QLP,06:37:03.13,01:46:03.18,-1.4369999999999998,0.11699999999999999,-1.082,0.087,2458469.2352,4.3E-4,3.4076,1.4E-4,3.69,0.055999999999999994,8.173711,2.65E-4,7500.0,0.244342,12.1343,0.579782,1052.9,1586.0,170.0,178.68,2.991,6174.0,156.8,4.23,0.08,1.38,0.07,,,1.179,0.161577,6,2019-04-23,2020-05-20,2022-12-14 12:09:24,hot Jupiter; may be on 281408443 (R=1.06 Rsun)
71,281710229,308.01,PC,"LowSNR, LCMOD, FSOP, pVshape",2,8.30985,2.25,4.53,1.77,0.85,11.7628,3.36,235,281710229,308.01,,5,5,5,5,3,5,5,,,131.13,5,0,1,PC,APC,11.7628,0.006,,1,qlp-toi-update-03-29-22,QLP,00:45:56.33,-55:55:21.58,10.655,3.447,-11.213,3.447,2459108.7175970003,4.3819999999999997E-4,8.3092965,7.000000000000001E-6,2.201,0.11599999999999999,18.627251,0.403414,17010.0,371.48900000000003,14.2736,2.39114,52.7075,750.0,99.0,,,4801.3,259.3,,,0.85,0.09,,,,,"2,28,29",2018-12-20,2022-03-29,2022-12-14 12:09:24,v-shaped; TFOP; previously retired as BEB due to chromaticity
83,285542903,2060.01,PC,"FSOP, LowSNR, FSCP, UC, Vshape",24,2.2658400000000003,2.83,0.04,0.7,4.14,9.8722,8.42,2109,285542903,2060.01,,3,4,3,3,4,4,4,6.9,29.0,47.09,0,1,3,PC,PC,9.8722,0.023,,1,qlp,QLP,00:53:04.81,60:37:05.2,2.884,0.053,-1.087,0.055,2458766.8250599997,0.00718,2.2658400000000003,1.3000000000000002E-4,2.833,0.379,0.466967,9.77E-4,430.0,0.8999659999999999,7.79082,0.544054,11752.6,2900.0,10.0,914.062,34.852,10125.0,419.5,3.62,0.07,4.14,0.18,,,2.6,0.36238400000000004,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,weak signal; very hot star
84,285543785,1528.01,PC,"FSOP, Vshape, UC, LCMOD","17,18",9.93856,3.92,0.74,0.0,0.0,9.716000000000001,5.33,1547,285543785,1528.01,,3,5,5,3,4,4,4,57.0,116.3,317.0,4,1,6,PC,APC,9.716000000000001,0.033,,1,qlp,QLP,00:52:53.29,60:53:30.07,-4.2,3.2,0.4,3.1,2458772.16702,0.00145,9.93856,6.2E-4,3.92,0.154,8.053385,2.996409,7390.0,2755.99,,,,,45.0,392.87800000000004,,,,,,,,,,,,"17,18",2019-12-05,2020-05-20,2022-12-14 12:09:24,No stellar information
85,285666479,1569.01,PC,"LCMOD, UC, FSOP",18,1.7161400000000002,2.04,0.07,1.26,4.92,10.424000000000001,7.92,1588,285666479,1569.01,,5,5,5,5,2,5,5,21.5,40.1,107.25,0,2,1,PC,APC,10.424000000000001,0.012,,1,qlp,QLP,02:54:26.56,52:04:15.71,-3.594,0.07200000000000001,-4.127,0.069,2458791.98363,0.00513,1.7161400000000002,7.2E-4,2.0380000000000003,0.285,0.7401260000000001,0.002297,681.449,2.11556,14.1349,0.928386,958.34,1550.0,13.0,755.795,20.5135,5511.5,96.2,3.28,0.09,4.92,0.17,,,1.35,0.22613699999999998,18,2019-12-19,2019-12-19,2022-12-14 12:09:24,
86,285677945,1571.01,pFP,"LowSNR, NT, FSOP, FSCP, pCO",18,1.2427,1.56,0.07,0.54,2.14,10.2353,7.94,1590,285677945,1571.01,,5,5,5,5,5,5,5,16.1,57.2,27.73,2,3,0,PC,FP,10.2353,0.028999999999999998,,1,qlp,QLP,03:32:23.75,50:29:56.55,-0.061,0.08800000000000001,2.251,0.077,2458791.5610599997,0.00558,1.2427,4.9E-4,1.5630000000000002,0.315,0.720891,0.002921,663.745,2.69023,6.05271,0.461873,1263.34,1660.0,11.0,317.968,4.8455,5624.8,119.0,3.92,0.1,2.14,0.09,,,1.24,0.21548499999999998,18,2019-12-19,2019-12-19,2022-12-14 12:09:24,Possible depth aperture correlation
99,288348498,1551.01,PC,"Short-P, FSCP, pVshape, FSOP",17,1.67546,1.2,0.13,0.58,1.78,9.967,7.26,1570,288348498,1551.01,,3,4,3,3,4,4,4,20.7,85.7,34.26,4,3,3,PC,PC,9.967,0.008,,1,qlp,QLP,01:18:48.09,41:30:22,-11.252,0.069,-16.637999999999998,0.076,2458765.11138,0.00229,1.67546,2.9E-4,1.202,0.196,1.358019,0.002885,1250.0,2.65702,6.4488900000000005,0.417778,855.7869999999999,1506.0,13.0,313.22900000000004,5.0305,6745.5,110.1,4.09,0.09,1.78,0.07,-0.06522280000000001,0.00604645,1.44,0.23854099999999998,17,2019-12-05,2020-05-20,2022-12-14 12:09:24,
112,308425348,1918.01,PC,"UC, LowSNR, FSCP, FSOP","10,11",3.3982900000000003,2.63,0.43,0.63,1.09,12.2876,5.91,1963,308425348,1918.01,TIC 308425348.01,5,5,5,5,5,5,5,11.8,54.4,39.68,0,1,2,EB,FP,12.2876,0.006,,1,qlp,QLP,11:10:19.88,-58:58:58.75,-10.042,0.053,4.282,0.044000000000000004,2458571.7908,0.00869,3.3982900000000003,8.8E-4,2.634,0.40700000000000003,4.72235,0.017052,4340.0,15.7058,7.066330000000001,0.581413,662.808,1413.0,9.0,477.32199999999995,7.041,6271.0,133.8,4.45,0.08,1.09,0.05,,,1.22,0.176592,"10,11",2020-05-29,2021-02-12,2022-12-14 12:09:24,"Originally released as a KP, apparently in error. QLP s10 shows significant depth-aperture correlation. SAFFIs likely show an offset ~30"
121,311890977,1102.01,PC,"FSOP, FSCP, UC, LowSNR, LCMOD",13,6.633710000000001,2.12,0.16,0.25,0.63,10.5652,7.02,1087,311890977,1102.01,,5,5,5,5,5,5,5,6.5,66.9,9.73,1,0,1,PC,FP,10.5652,0.006,,1,qlp,UNKNOWN,17:32:00.77,-76:51:29.75,-33.273,0.035,-100.01299999999999,0.038,2458627.80423,0.0027600000000000003,6.633710000000001,5.9E-4,2.122,0.26,1.690004,0.002216,1555.34,2.04117,2.75375,0.16093,,,26.0,58.0624,0.07515,4138.1,94.2,4.54,0.12,0.63,0.03,,,0.63,0.0803445,13,2019-08-15,2019-08-15,2022-12-14 12:09:24,Possible aperture-depth correlation
123,314338017,1524.01,PC,"FSOP, FSCP, LowSNR","15,16,17",10.95478,4.54,0.04,1.22,6.79,9.1325,8.49,1543,314338017,1524.01,,5,5,5,5,5,5,5,,,317.0,1,2,1,EB,FP,9.1325,0.033,,1,qlp-s56-ffi,QLP,21:16:34.79,58:46:22.11,-2.003,0.057,-4.812,0.048,2459837.025075,0.0114498,10.9554897,1.421E-4,6.772,2.42,0.40179699999999996,0.717065,370.0,660.2230000000001,22.7316,,20081.6,3316.0,13.0,792.79,17.6605,8522.0,122.0,,,6.79,,,,,,"15,16,17,56",2019-12-05,2022-11-07,2022-12-14 12:09:24,Some odd-even; retired as TFOP FP
127,316254876,1575.01,PC,"FSOP, NT, UC, LowSNR, FSCP",18,2.4609400000000003,3.09,0.55,1.21,1.67,10.3775,5.65,1594,316254876,1575.01,,5,5,5,5,5,5,5,82.2,177.3,116.15,3,2,0,PC,FP,10.3775,0.006,,1,qlp,QLP,03:27:57.32,54:51:56.22,22.779,0.07200000000000001,-16.16,0.07400000000000001,2458793.17459,0.00412,2.4609400000000003,7.9E-4,3.091,0.253,5.997715,0.7032079999999999,5508.87,647.469,13.5975,4.6637900000000005,7399.96,2583.0,19.0,248.563,2.359,5429.5,28.3,4.01,0.1,1.67,0.02,,,0.978,0.170015,18,2019-12-19,2019-12-19,2022-12-14 12:09:24,
140,320506985,1557.01,PC,"NT, UC, FSCP, LowSNR, LCMOD","17,18",1.08697,1.97,0.09,0.44,1.69,10.4925,7.66,1576,320506985,1557.01,,5,5,5,5,5,5,5,15.9,59.6,21.99,1,2,8,EB,FP,10.4925,0.006,,1,qlp,QLP,00:32:39.26,54:39:16.54,18.637999999999998,0.042,-1.4340000000000002,0.042,2458765.31897,0.00557,1.08697,2.1E-4,1.9669999999999999,0.36700000000000005,0.934135,0.003361,860.0,3.09574,4.98445,0.41457200000000005,2889.01,2042.0,11.0,285.876,2.987,5751.0,167.7,4.0,0.08,1.69,0.09,,,1.028,0.129024,"17,18",2019-12-19,2020-05-20,2022-12-14 12:09:24,TFOP FP; retired as NEB
150,326732851,2058.01,PC,"UC, LowSNR, FSOP, FSCP, LCMOD",24,1.51567,2.28,0.08,1.26,4.96,10.5365,7.81,2107,326732851,2058.01,,5,5,5,5,5,5,5,36.1,40.4,130.33,2,2,0,PC,FP,10.5365,0.013000000000000001,,1,qlp,QLP,23:58:42.79,62:37:33.26,2.128,0.049,-7.349,0.044000000000000004,2458766.42257,0.00545,1.51567,5.0E-5,2.281,0.392,0.814608,0.001719,750.0,1.58325,14.18,,1102.82,1605.0,18.0,550.191,8.1875,4963.0,122.0,,,4.96,,,,,,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,crowded field; minor depth-aperture correlation
153,327341626,1553.01,PC,"FSOP, LCMOD","17,18",5.93815,2.47,0.51,1.78,2.06,10.3478,5.73,1572,327341626,1553.01,,5,5,5,5,2,5,5,74.1,123.9,317.0,1,2,1,PC,APC,10.3478,0.006999999999999999,,1,qlp,QLP,01:38:45.72,42:40:39.86,10.862,0.109,-10.267999999999999,0.18600000000000003,2458768.4069999997,0.00165,5.93815,3.3E-4,2.467,0.191,5.54051,0.18648800000000001,5090.0,171.747,19.9984,3.0634,873.225,1514.0,36.0,441.44,22.9885,6775.5,129.2,3.97,0.1,2.06,0.08,,,1.47,0.26164,"17,18",2019-12-05,2019-12-05,2022-12-14 12:09:24,Could be on 327341633
154,327577308,2061.01,PC,"FSOP, NT, FSCP, UC",24,1.45655,1.51,0.06,0.16,0.7,10.636,8.09,2110,327577308,2061.01,,5,5,5,5,5,5,5,6.5,55.6,4.04,1,3,0,PC,FP,10.636,0.006,,1,qlp,QLP,00:18:59.45,56:22:01.44,181.062,0.040999999999999995,8.715,0.037000000000000005,2458766.42545,0.00426,1.45655,4.0E-5,1.51,0.375,0.6299100000000001,0.002548,580.0,2.34658,1.8377599999999998,0.18558,436.167,1273.0,9.0,78.9495,0.20345,4475.0,122.2,4.59,0.1,0.7,0.05,,,0.7,0.08318660000000001,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,weak signal; crowded field; potential secondary; possible depth-aperture correlation
167,346929661,2043.01,PC,"LCMOD, FSCP, LowSNR, FSOP",24,12.013,4.1,0.08,0.31,1.23,10.1976,7.72,2092,346929661,2043.01,,1,4,1,1,4,4,4,3.0,33.8,12.22,1,2,7,PC,PC,10.1976,0.006,,1,qlp,QLP,00:03:54.61,59:20:04.85,-3.071,0.043,-22.425,0.040999999999999995,2458770.16483,0.0049299999999999995,12.013,5.3E-4,4.101,0.465,0.890669,0.0013779999999999999,820.0,1.26909,3.52595,0.219475,127.15299999999999,935.0,12.0,203.562,1.209,6178.0,254.9,4.33,0.09,1.23,0.06,,,1.18,0.19930599999999998,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,crowded field; potential L1 candidate
168,347013211,2045.01,PC,"FSOP, FSCP",24,9.07788,6.21,0.56,1.16,1.72,10.7799,5.63,2094,347013211,2045.01,,3,4,3,3,4,4,4,27.4,85.3,112.38,6,6,2,PC,PC,10.7799,0.006,,1,qlp,QLP,00:04:28.62,54:56:04.19,14.472000000000001,0.047,7.986000000000001,0.04,2458774.66777,0.00225,9.07788,1.1999999999999999E-4,6.2139999999999995,0.546,6.097211,0.002815,5600.0,2.59251,12.9707,0.743258,535.616,1340.0,60.0,366.962,4.7995,6125.9,120.7,4.03,0.08,1.72,0.09,0.07200000000000001,0.013000000000000001,1.157,0.157897,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,shoulder before ingress and after egress; odd/even in qlp
169,348135793,1578.01,PC,UC,18,1.97741,6.55,0.55,1.57,2.11,10.1042,5.66,1597,348135793,1578.01,,5,5,5,5,5,5,5,115.2,124.2,317.0,1,2,2,PC,FP,10.1042,0.006,,1,qlp,QLP,02:17:30.47,56:25:17.36,2.6489999999999996,0.07,-5.5120000000000005,0.079,2458791.58678,0.00162,1.97741,2.3999999999999998E-4,6.5489999999999995,0.076,5.95528,0.003237,5470.0,2.98176,17.5768,0.859208,46143.6,4083.0,68.0,341.514,4.8469999999999995,6742.0,156.0,3.95,0.09,2.11,0.09,,,1.439,0.259024,18,2019-12-19,2020-05-20,2022-12-14 12:09:24,Difference images failed. Possible depth aperture correlation between 2 and 3.
182,353038705,1389.01,PC,"FSOP, NT, FSCP, LCMOD, LowSNR","15,16",3.06317,1.83,0.07,0.0,0.0,9.957500999999999,7.83,1399,353038705,1389.01,,3,4,3,3,4,4,4,,,7.41,9,2,10,PC,PC,9.957500999999999,0.006,,1,qlp-s56-ffi,QLP,22:12:31.67,31:21:52.8,1.0,1.9,-2.6,1.9,2459851.063533,0.0017933,3.062624,8.1E-6,1.767,0.382,0.6299100000000001,0.06901900000000001,580.0,63.567,,,204.269,1053.0,14.0,,,5086.8,115.6,,,,,,,,,"15,16,56",2019-10-30,2022-11-15,2022-12-14 12:09:24,no stellar radius; potentially too large
183,354400186,1579.01,PC,"Vshape, FSOP",18,9.07768,2.78,1.92,0.0,0.0,9.7745,4.29,1598,354400186,1579.01,,5,5,5,5,5,5,5,175.9,691.0,317.0,0,2,0,PC,FP,9.7745,0.009000000000000001,,1,qlp,QLP,01:50:57.13,48:21:08.34,5.02,0.11900000000000001,-6.9879999999999995,0.174,2458794.28172,8.4E-4,9.07768,5.6E-4,2.78,0.10099999999999999,21.017751,0.6224149999999999,19171.9,573.101,,,1012.12,1571.0,71.0,524.755,26.8925,8393.7,405.5,4.01,0.08,,,,,2.24,0.31853200000000004,18,2019-12-19,2019-12-19,2022-12-14 12:09:24,likely EB; Rs 2.5; Rp ~26
184,354469661,1580.01,PC,"KP, pVshape, FSOP",18,4.79539,4.83,0.67,1.61,2.18,9.17925,5.44,1599,354469661,1580.01,,3,5,5,3,5,4,5,116.0,146.5,317.0,0,5,2,PC,KP,9.17925,0.006,,1,qlp,QLP,01:53:07.82,52:03:14.12,26.511,0.106,6.165,0.075,2458792.47078,6.2E-4,4.79539,2.2999999999999998E-4,4.834,0.08800000000000001,7.244260000000001,4.63E-4,6650.0,0.42636899999999994,18.0648,0.818419,1025.7,1576.0,126.0,233.22,2.657,6333.0,152.2,3.86,0.08,2.18,0.1,,,1.252,0.183161,18,2019-12-19,2020-05-20,2022-12-14 12:09:24,Large planet candidate; could be EB.
185,354600221,1534.01,PC,"NT, UC, FSCP, LowSNR","17,18",1.4185299999999998,2.73,0.06,0.35,1.68,9.867621,8.13,1553,354600221,1534.01,,5,5,5,5,5,5,5,10.4,58.6,14.75,1,3,4,PC,FP,9.867621,0.006,,1,qlp,QLP,00:24:17.92,57:52:54.19,3.1310000000000002,0.04,-11.769,0.037000000000000005,2458764.81698,0.00675,1.4185299999999998,2.9E-4,2.728,0.7070000000000001,0.608183,0.002118,560.0,1.95042,3.93221,0.315846,6293.46,2481.0,13.0,241.204,1.829,6329.0,158.7,4.08,0.09,1.68,0.08,,,1.25,0.20089400000000002,"17,18",2019-12-05,2020-05-20,2022-12-14 12:09:24,Secondary eclipse; likely EB
207,365389353,1390.01,PC,"FSOP, LowSNR, FSCP, UC","15,16",2.63725,2.87,0.13,0.78,2.5,10.3093,7.24,1400,365389353,1390.01,,5,5,5,5,5,5,5,15.8,54.3,57.4,1,2,1,PC,FP,10.3093,0.02,,1,qlp,QLP,21:35:27.51,51:19:24.88,7.9110000000000005,0.068,4.41,0.063,2458716.35354,0.00331,2.63725,3.3E-4,2.87,0.225,1.379761,0.001519,1270.0,1.39929,8.74081,0.485284,2643.68,1997.0,14.0,523.373,12.7995,7495.0,195.4,3.88,0.09,2.5,0.1,,,1.73,0.291997,"15,16",2019-10-30,2020-05-20,2022-12-14 12:09:24,Minor depth-aperture correlation
