,col1,TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
3,26,52368076,125.02,,2,5,5,5,4,4,2,4.0,52.2,9.04,15,6,5,CP,1,10.1985,0.006,,2,spoc-s01-s36-b0A-CPKP,SPOC,01:34:22.42,-66:40:34.86,-119.8,0.066,-122.953,0.08,1334.4464330002666,0.0016598101,9.15466210597647,4.3547956e-05,0.12806991606637916,0.21111020000000005,1.049855,0.057579,966.485069273326,53.030373,2.952309815677089,0.30252436,73.3501017210813,746.397076482901,14.45497,111.059,0.442,5154.0,182.0,4.47072,0.28501,0.852266013622284,0.0497186,,,0.91,0.110203,"1,2,28",2018-10-19,2021-12-09,2022-12-14 12:09:24,TOI-125 c / TOI-125.02
4,27,52368076,125.03,,1,5,5,5,4,4,1,1.9,38.9,8.65,15,6,5,CP,1,10.1985,0.006,,3,spoc-s01-s36-b0A-CPKP,SPOC,01:34:22.42,-66:40:34.86,-119.8,0.066,-122.953,0.08,1342.8507570000365,0.0024966004,19.981250898902896,0.000113433714,0.12759660042540832,0.32725707,1.077791,0.083534,992.1894338328348,76.93508,2.87617041435472,0.5839863000000001,25.907584025707106,575.408772086897,9.00047,111.059,0.442,5154.0,182.0,4.47072,0.28501,0.852266013622284,0.0497186,,,0.91,0.110203,"1,2,28",2018-10-19,2021-12-09,2022-12-14 12:09:24,period is likely correct but possibly two independent single transits
6,42,140068425,140.01,,3,5,5,3,4,4,4,57.3,129.5,108.61,10,1,6,PC,0,9.7828,0.006,,1,spoc,SPOC,22:01:12.43,-49:03:36.28,32.489000000000004,0.077,-15.438,0.075,2061.9919879999943,0.0018030562,2.2812641966740896,0.000309919,0.04834138597081708,0.15420127,1.223947,0.15391,1126.66194875397,141.74628,12.738719430269999,22.251356,5760.97209843584,2221.99814750314,9.151047,337.105,5.7035,6174.0,194.0,4.27404,2.00568,2.35511,0.11186,,,1.2,0.177569,"1,28",2018-09-05,2020-10-27,2022-12-14 12:09:24,very likely EB; events synchronized with modulations; potential secondary at 0.5 phase
24,73,309257814,171.01,,3,5,5,3,3,4,4,131.6,233.5,120.61,22,2,3,PC,1,11.6626,0.006,,1,qlp-s38-tois,QLP,08:17:04.66,-63:12:48.25,-13.511,0.045,19.48,0.037000000000000005,2359.3977669999003,0.00028569999999999995,1.2386034,6e-07,0.06879166666666667,0.027000000000000003,14.537179,0.000398,13300.0,0.366555,13.5831,0.802239,757.302,1461.0,69.0,256.345,1.463,5237.0,183.0,4.2427,0.42297,1.11,0.07,,,0.88,0.109325,"1,8,9,10,11,28,31,35,36,37,38",2019-06-11,2022-10-17,2022-12-14 12:09:24,
25,74,309257814,171.02,,5,5,5,5,5,5,5,61.5,143.6,75.4,22,2,3,PC,0,11.6626,0.006,,2,spoc,SPOC,08:17:04.66,-63:12:48.25,-13.511,0.045,19.48,0.037000000000000005,2144.738743000198,0.0015336432,1.81357672556142,0.00019187533,0.03492578231055175,0.23335735,8.501737,0.869669,7799.811612192791,800.6742,10.2776167623595,2.846093,1028.13979768643,1444.21812846947,7.7045045,256.345,1.463,5237.0,183.0,4.2427,0.42297,1.10723,0.0651181,,,0.88,0.109325,"10,31",2019-06-11,2021-01-14,2022-12-14 12:09:24,Likely EB and possibly double the period
27,78,425997655,174.02,,4,5,5,5,4,4,4,0.8,43.6,3.46,17,14,3,CP,1,8.7513,0.006,,2,spoc,UNKNOWN,03:41:50.17,-62:46:02.16,-102.571,0.05,-43.917,0.059,1340.3037669998594,0.0013975578,29.797620494847397,9.466238e-05,0.12032460268425833,0.28286564,0.653276,0.036551,601.508566229395,33.66421,1.677122004116,0.9720113,7.65681359358732,424.259687883884,16.614653,39.0341,0.04005,4813.0,111.0,4.38,0.21,0.691374003887177,0.0423719,-0.19,0.08,0.78,0.0888069,"1,2,3,4,11,29,30,31,34",2019-05-17,2021-09-07,2022-12-14 12:09:24,HD 23472 c; multi
28,79,425997655,174.03,,2,5,5,2,4,4,4,1.2,6.1,1.74,17,14,3,PC,1,8.7513,0.006,,3,spoc,UNKNOWN,03:41:50.17,-62:46:02.16,-102.571,0.05,-43.917,0.059,1335.745860000141,0.0020284504,12.1622171719925,4.916313e-05,0.11427655048669083,0.27684563,0.314906,0.027326,289.997034623129,25.168226,1.17666551797215,0.9759817,25.2894770233744,571.945584680866,11.010078,39.0341,0.04005,4813.0,111.0,4.38,0.21,0.691374003887177,0.0423719,-0.19,0.08,0.78,0.0888069,"1,2,3,4,11,29,30,31,34",2019-05-17,2021-09-07,2022-12-14 12:09:24,TOI 174.03; multi
29,80,425997655,174.04,,2,5,5,2,4,4,4,1.5,11.0,0.45,17,14,3,PC,1,8.7513,0.006,,4,spoc,UNKNOWN,03:41:50.17,-62:46:02.16,-102.571,0.05,-43.917,0.059,1326.028202000074,0.0018362998,3.97666394851563,2.1937693e-05,0.08865592600870832,0.15977617,0.147199,0.015096,135.566248187729,13.903932,0.8071096515333129,0.76925755,112.270329600069,830.206250848435,9.593883,39.0341,0.04005,4813.0,111.0,4.38,0.21,0.691374003887177,0.0423719,-0.19,0.08,0.78,0.0888069,"1,2,3,4,11,29,30,31,34",2019-05-17,2021-09-07,2022-12-14 12:09:24,TOI 174.04; multi
30,81,425997655,174.05,TIC 425997655.05,1,5,5,1,4,4,4,1.1,8.1,0.74,17,14,3,PC,1,8.7513,0.006,,5,spoc,SPOC,03:41:50.17,-62:46:02.16,-102.571,0.05,-43.917,0.059,1330.8375110002235,0.0027113813,7.90767225069933,5.7179892e-05,0.12263141119718625,0.31656086,0.171012,0.02024,157.495771308736,18.641155,0.9275195132172992,0.5251598000000001,44.8978253286067,660.200845331632,7.2740426,39.0341,0.04005,4813.0,111.0,4.38,0.21,0.691374003887177,0.0423719,-0.19,0.08,0.78,0.0888069,"1,2,3,4,11,29,30,31,34",2021-10-21,2021-10-21,2022-12-14 12:09:24,near 2:1 resonance with .04; multi; two CPs and three PCs including this one
33,88,251848941,178.02,,4,5,5,5,4,4,4,2.7,66.6,12.29,23,7,6,CP,1,10.42,0.006,,2,spoc,SPOC,00:29:12.48,-30:27:14.82,149.953,0.073,-87.25299999999999,0.042,1354.5521900001913,0.004083,20.708504,0.003165,0.09318850000000001,0.274134,1.800631,0.4845060000000001,1657.067907,446.14713,3.751004,1.518233,19.4977724575681,535.939786629264,9.537692,62.699,0.20675,4111.0,171.0,4.5552800000000016,0.449348,0.701202,0.152166,,,0.68,0.0803989,2,2018-11-03,2021-10-21,2022-12-14 12:09:24,TOI-178 g / TOI 178.02; half period of TOI-178 g in report but updated to match confirmed planet period
34,89,251848941,178.03,,4,5,5,5,4,4,4,2.3,43.1,5.16,23,7,6,CP,1,10.42,0.006,,3,spoc,SPOC,00:29:12.48,-30:27:14.82,149.953,0.073,-87.25299999999999,0.042,1362.9490380003117,0.002371278,9.96199731632015,5.3713633e-05,0.11155058533984501,0.46270448,1.155231,0.121607,1063.44119428827,111.99794,2.12260721829043,1.7485949,21.8191260778243,551.225230214805,9.095952,62.699,0.20675,4111.0,171.0,4.5552800000000016,0.449348,0.6608060002326971,0.0596206,,,0.68,0.0803989,"2,29",2018-11-03,2021-10-21,2022-12-14 12:09:24,TOI-178 e / TOI-178.03
35,90,251848941,178.04,,5,5,5,5,5,5,5,3.1,40.4,2.91,23,7,6,CP,1,10.42,0.006,,4,spoc,SPOC,00:29:12.48,-30:27:14.82,149.953,0.073,-87.25299999999999,0.042,1356.1075120000169,0.0021821528,3.23842531547921,2.430697e-05,0.08308773120045333,0.3307548,0.578589,0.075049,532.75806233683,69.12007,1.5148369144696798,1.6900105,97.6159378723196,801.677938560369,7.2096095,62.699,0.20675,4111.0,171.0,4.5552800000000016,0.449348,0.6608060002326971,0.0596206,,,0.68,0.0803989,"2,29",2021-11-18,2021-11-18,2022-12-14 12:09:24,TOI-178 c / TOI-178.04
36,99,279741379,186.02,,1,5,5,1,4,4,4,2.8,16.4,0.97,1,13,3,CP,1,6.9934,0.006,,2,spoc,SPOC,03:27:00.05,-63:30:00.6,355.084,0.045,-247.46,0.049,1332.2834310000762,0.0013213124,7.78972447879921,2.524693e-05,0.10387529403451917,0.11318054,0.222854,0.017975,205.23486211558497,16.555597,1.00046577829146,0.5505675,42.6328168005757,651.7120582261911,10.309259,16.32,0.0071,4628.53,91.9226,4.32239,0.236802,0.7054640054702759,0.0635578,0.00265487,0.0526804,0.73,0.0877794,"1,2,3,4,28,29,30,34",2020-07-09,2021-10-07,2022-12-14 12:09:24,HD 21749 c / TOI 186.02
37,115,350618622,201.02,,2,4,4,2,3,4,4,1.9,29.7,3.33,8,3,1,PC,1,8.5822,0.006,,2,spoc-s01-s39-b0A-CP,SPOC,05:49:36.43,-54:54:37.52,7.731,0.052000000000000005,66.44800000000001,0.058,1327.2440810003318,0.0017626351,5.84922868737836,2.1568012e-05,0.15265421570422083,0.17792106,0.125728,0.008836,115.79335889605,8.137889999999999,1.63944292819406,0.14198970000000002,571.403253212407,1246.9683390394698,13.693028,113.825,0.34600000000000003,6461.8,83.0,4.35,0.16,1.33030998706818,0.0634748,0.18,0.12,1.31,0.212157,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",2020-03-11,2022-03-30,2022-12-14 12:09:24,TOI 201.02; Shares system with TESS confirmed planet TOI 201.01
43,123,52204645,209.01,,1,4,4,1,3,4,4,5.2,52.6,7.67,10,3,1,PC,1,10.8545,0.006,,1,spoc,SPOC,01:17:34.6,-66:54:11.04,-12.619000000000002,0.058,-138.40200000000002,0.033,1325.8842899999581,0.0013492622,4.379442524653641,1.6852964e-05,0.07289362602483958,0.18729724,1.050093,0.076035,966.703612998907,70.028534,2.67863565882339,0.33260825,120.93548627117201,845.781513418925,13.631696,113.387,0.2725,4892.0,179.0,4.50955,2.00346,0.742779016494751,0.0504774,,,0.81,0.102194,"1,2,28,29",2018-11-14,2021-07-07,2022-12-14 12:09:24,faint neighbors
44,127,234345288,213.01,,1,4,1,1,3,4,4,1.5,51.0,6.61,6,4,3,PC,1,9.7806,0.006,,1,spoc,UNKNOWN,02:35:32.95,-71:37:27.29,50.86600000000001,0.044,-19.872,0.036000000000000004,1343.3357210000977,0.0015435006,23.519915640637198,9.151489e-05,0.1442085499199579,0.29532334,1.499205,0.072655,1379.8656582577698,66.91541,2.45537293828629,0.86638814,8.47706792446775,435.19226261011,16.351109,54.3256,0.0575,4566.4,64.0,4.93,0.12,0.6720619797706601,0.0515351,-0.08,0.08,0.72,0.08126610000000001,"1,2,13,27,29",2018-11-14,2021-07-07,2022-12-14 12:09:24,outer candidate to TOI 213.01; near 3:1 resonance
45,128,234345288,213.02,,1,4,1,1,3,4,4,1.2,4.6,1.99,6,4,3,PC,1,9.7806,0.006,,2,spoc,SPOC,02:35:32.95,-71:37:27.29,50.86600000000001,0.044,-19.872,0.036000000000000004,1328.4448890001513,0.0026610137,7.75653131511068,4.979646e-05,0.10095477352198501,0.34226787,0.343407,0.04138,316.239302005689,38.11199600000001,1.22067151885698,1.1213403999999998,37.20516849856771,629.89849181322,8.299505,54.3256,0.0575,4566.4,64.0,4.93,0.12,0.6720619797706601,0.0515351,-0.08,0.08,0.72,0.08126610000000001,"1,2,13,27,29",2021-07-01,2021-07-01,2022-12-14 12:09:24,Possible multi with a 3:1 MMR.
46,130,167415965,214.02,,1,4,1,2,3,4,4,0.9,9.3,0.52,3,10,3,PC,1,8.0089,0.006,,2,spoc-s01-s39-b0A-PC,SPOC,06:37:50.1,-70:55:52.78,-149.85299999999995,0.043,298.759,0.058,1332.4723880002275,0.0017759468,9.69611376447935,3.4808283000000004e-05,0.12123252650880374,0.27755213,0.11865,0.011644,109.274574339473,10.724908,0.8383314873183979,0.96130043,62.193415025483205,716.235512861559,11.186601,38.96,0.03765,5346.2,141.5,4.6,0.09,0.7982670068740841,0.0495276,-0.36,0.00894427,0.92,0.122582,"1,2,3,4,5,6,7,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",2020-03-11,2022-03-21,2022-12-14 12:09:24,inner candidate in possible multi
47,131,231912935,215.01,,1,4,1,2,3,4,4,1.7,33.0,12.17,4,4,1,PC,1,10.5011,0.006,,1,spoc,SPOC,00:29:16.32,-63:47:26.24,-12.474,0.042,-5.862,0.039,1334.399960000068,0.0040778467,26.285125545033694,0.00020986007,0.13155787633258167,0.36397785,1.078861,0.112934,993.1739797783032,104.010254,3.51598243328362,0.37681097,29.114509513410606,592.443745686453,9.491671,166.485,0.6845,5821.0,190.0,4.44094,0.328731,0.964450001716614,0.0476683,,,1.02,0.127333,"1,2,28,29",2018-11-14,2021-07-13,2022-12-14 12:09:24,weak signal
48,133,55652896,216.02,,1,4,3,1,4,4,4,6.0,60.2,34.46,26,8,4,CP,1,11.5748,0.006,,2,spoc-s01-s39-b0A-CP,SPOC,04:55:55.2,-63:15:37.19,-22.699,0.045,-56.352,0.054000000000000006,2340.9047190002166,0.0015490873,17.3890453870803,4.794843700000001e-05,0.11048558547326583,0.13280060000000002,3.231344,0.176876,2971.7532267698302,162.89523,6.48401246350199,3.0092702,23.892154670728306,563.875959308602,30.600433,177.945,0.879,5025.77,125.0,4.66348,0.2,0.8017359972000121,0.0521859,0.316325,0.1,0.84,0.100203,"1,2,3,4,5,6,7,8,9,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",2019-05-07,2022-03-30,2022-12-14 12:09:24,TOI-216.02 / TOI-216b. Apparent TTVs. Possible additional single around 2046P
50,138,316937670,221.01,,5,5,5,5,5,5,5,6.7,8.9,2.12,13,0,1,EB,0,12.1535,0.006999999999999999,,1,spoc-s01s02,SPOC,23:45:58.19,-56:20:38.57,269.66,0.042,145.156,0.039,1325.3429660000838,0.0014210000000000002,0.62425,3.3e-05,0.032262,0.553938,1.036352,0.153526,954.060325,141.39258,1.671618,2.989466,353.894098980242,1106.21127282771,7.4479375,50.1632,0.08,3765.0,73.0,4.75169,0.35062,0.525,0.079,,,0.385618,0.0202788,"1,2",2018-11-14,2022-10-03,2022-12-14 12:09:24,TFOP FP; event is on  event is on the dT= 0.24 fainter neighbor ~8
51,139,144440290,222.01,,5,5,5,5,5,5,5,,,56.57,0,1,1,EB,0,8.7635,0.006,,1,spoc-s02,SPOC,23:56:39,-44:43:09.85,161.769,0.049,-75.541,0.055,1376.5440000002272,0.0,0.0,0.0,0.028333333333333335,,6.020784,,5530.0,,8.85869,,86.15106680518541,777.024861283674,20.308218,84.0311,0.32705,5709.0,80.0,4.438,,1.0929,0.107376,,,1.02,0.128162,2,2018-11-16,2022-10-03,2022-12-14 12:09:24,SB1 / EBLM (Lendl et al. 2020)
52,140,326453034,223.01,,5,5,5,5,5,5,5,11.8,34.4,76.37,6,2,3,IS,0,10.2733,0.006999999999999999,,1,spoc,SPOC,22:38:42.62,-25:37:54.66,-20.712,0.076,-26.846,0.07400000000000001,1355.9575100000948,0.002649,14.445918,0.003833,0.06388795833333334,0.535725,1.3839,0.175393,1273.806981,161.52963,3.290507,4.043106,37.109941637127,629.495047091996,7.6791534,365.05300000000005,7.9035,5063.0,181.0,4.48439,2.00352,0.8723700000000001,0.8723700000000001,,,,,2,2018-11-29,2021-08-03,2022-12-14 12:09:24,TFOP FA;
53,141,70797900,224.01,,5,5,5,5,3,5,5,0.0,100.9,317.0,1,1,3,PC,0,11.1427,0.006,,1,spoc,SPOC,00:07:54.71,-29:58:46.57,115.36,2.0,-142.31,2.0,1365.843683999963,9.620293e-05,705.584465845,4.244484400000002e-06,0.07995505094903627,0.008591645,115.848195,0.662714,101204.84599394699,610.1958599999998,17.1795470139265,2.6196158,16.7207290419558,515.7432490465541,261.3266,64.77016,,3689.0,66.0,4.78104,0.35422800000000004,0.486999988555908,0.07400000000000001,,,0.522,0.095,"2,29",2018-11-16,2018-11-16,2022-12-14 12:09:24,actual period likely shorter than 705.58 days; previous single now duotransit
54,142,47525799,225.01,,3,5,5,3,3,4,4,,,26.24,1,3,3,PC,1,11.0316,0.006,,1,spoc-s01s36-review-singles,SPOC,22:55:31.29,-24:24:35.04,141.69299999999996,0.067,-18.585,0.06,1355.118625999894,0.0034238277,0.0,0.0,0.20050220391751541,0.2515047,4.4656699999999985,0.26575,4104.58734736124,244.73444,5.52373670754544,0.45416924,3.1063855396869804,338.597376287709,22.755503,115.742,0.5165,4658.0,177.0,4.5309599999999985,0.422031,0.7107679843902591,0.048314,,,0.7959999999999999,0.098603,"2,29",2018-11-16,2022-10-03,2022-12-14 12:09:24,single transit (no period); centroid information is hard to interpret; still single as of spoc-s01-s36
55,143,47484268,226.01,,5,5,5,5,5,5,5,,,21.42,1,0,3,EB,0,12.4253,0.008,,1,spoc-s02,SPOC,22:51:52.13,-24:47:16.01,158.71,0.114,-71.085,0.094,1358.5005350001156,0.002621,0.0,0.0,0.11125,,14.647222,,13400.0,,4.214299,,1.30250490343895,272.467427452943,16.452566,51.3563,0.20135,3396.0,64.0,4.9146800000000015,0.392296,0.334,0.056,,,0.378406,0.0202633,2,2018-11-16,2022-10-03,2022-12-14 12:09:24,The second event is not real. Single transit (no period). Retired as TFOP FP/NEB
56,144,2760710,227.01,,3,5,5,3,3,4,4,,,19.13,0,1,2,PC,1,13.8409,0.008,,1,spoc-s02,SPOC,23:46:06.57,-16:41:29.27,-76.094,0.107,-49.799,0.1,1364.1020689997822,0.002061,0.0,0.0,0.06291666666666666,,33.518483,,30400.0,,2.432614,,0.290998187392869,187.323524526732,11.973635,52.3436,0.23985,2808.0,80.0,5.2062800000000005,0.340459,0.128,0.019,,,0.211546,0.0201846,2,2018-11-16,2022-10-03,2022-12-14 12:09:24,The second event is not real. single transit (no period).
59,147,160074939,230.01,,1,4,1,5,5,5,5,4.6,53.1,12.82,1,7,3,PC,0,8.7435,0.006,,1,spoc,SPOC,23:05:16.6,-36:56:44.3,14.666,0.048,-24.892,0.07200000000000001,1366.3297880003229,0.002965,13.340145,0.004364,0.19213325,0.546755,0.640658,0.085844,589.893526,79.06241999999997,3.929267,1.571116,268.21864082751097,1032.1480322216698,7.757573599999999,140.941,0.852,6467.0,198.0,4.16063,0.321775,1.57943,0.198661,,,1.36,0.22926,2,2018-11-29,2018-11-29,2022-12-14 12:09:24,The transit signal maybe caused by scattered light.
62,150,415969908,233.01,,2,4,2,4,4,3,4,1.5,63.1,4.74,32,3,6,PC,1,11.3018,0.006999999999999999,,1,spoc-s01-s46-b0A,SPOC,22:54:50.07,-18:54:44.8,-317.835,0.07400000000000001,-143.221,0.065,1365.2609919998795,0.0014199405,11.670039225421501,2.6190877e-05,0.08703772455434543,0.1892955,3.1131990000000003,0.17891,2863.2555543440503,164.76889,2.01782598685838,0.7119288,4.02103459882977,361.163790221074,15.251276999999998,33.773,0.04565,3644.0,64.0,4.7991199999999985,0.357198,0.3802720010280611,0.0114291,,,0.36905,0.0203196,"2,29,42",2018-11-29,2022-07-15,2022-12-14 12:09:24,possible multi
63,151,415969908,233.02,TIC 415969908.02,1,4,1,1,4,4,4,2.0,59.6,3.56,32,3,6,PC,1,11.3018,0.006999999999999999,,2,spoc-s01-s46-b0A,SPOC,22:54:50.07,-18:54:44.8,-317.835,0.07400000000000001,-143.221,0.065,1359.4625699999742,0.0012376771,7.201532661440162,1.8911096e-05,0.05913992887455292,0.47855252,2.159558,0.193972,1987.04990888636,178.6387,1.70560024252293,1.2801327,7.65362246534047,424.215476323063,10.754923,33.773,0.04565,3644.0,64.0,4.7991199999999985,0.357198,0.3802720010280611,0.0114291,,,0.36905,0.0203196,"2,29,42",2022-04-20,2022-04-20,2022-12-14 12:09:24,potential multi
64,152,12423815,234.01,,3,4,4,3,3,4,4,36.4,102.8,86.71,3,1,2,PC,1,14.6253,0.006999999999999999,,1,spoc,SPOC,00:10:16.52,-26:16:56.67,23.082,0.111,-2.757,0.069,1356.0880130003206,0.0006289749,2.83928091754337,4.772701e-06,0.065245661162805,0.07390611,39.748882,1.561143,35948.0283280034,1436.8329,11.1582056506017,0.5014495,45.559433449559,662.619676730517,24.523106,249.345,4.101,3642.0,,4.438,,0.5493299961090089,0.017406099999999997,,,0.544652,0.0210075,"2,29",2018-11-29,2021-07-06,2022-12-14 12:09:24,check to update; Confirmed planet by HATS team (not yet published)
65,154,9727392,236.01,,5,5,5,5,5,5,5,133.5,275.1,317.0,0,1,3,EB,0,11.2932,0.006,,1,spoc-s02,SPOC,23:53:46.74,-10:53:05.85,0.799,0.084,3.355,0.068,1355.3257109997794,0.000357,4.534451,0.000118,0.20568295833333336,0.025827,25.902599,0.157343,23574.842911,144.90733,23.183789,5.063646,1003.7032592546401,1435.5591220118604,162.49565,502.927,18.046,6421.5,83.0,4.19,0.16,1.47459,0.322004,-0.31,0.12,1.29,0.198874,2,2018-11-29,2022-10-20,2022-12-14 12:09:24,1700 ppm secondary. Likely EB.
66,155,305048087,237.01,,1,5,5,1,4,4,4,1.4,69.8,3.61,10,1,2,PC,1,13.4102,0.006999999999999999,,1,spoc,SPOC,23:32:58.45,-29:24:59.35,151.047,0.108,-333.194,0.156,1355.2498099999502,0.0026100000000000003,5.4337290000000005,0.001053,0.04885770833333333,0.472631,7.113878999999999,0.916284,6530.706532,843.5729,1.741587,0.971689,3.32400753936527,344.37788113521896,7.6874699999999985,38.0749,0.22785,3139.0,98.0,5.04944,0.547167,0.214,0.049,,,0.180288,0.0201408,2,2018-11-29,2018-11-29,2022-12-14 12:09:24,low MES.
68,157,9725627,239.01,,5,5,5,5,5,5,5,26.5,94.1,68.47,0,0,7,KP,1,10.9774,0.008,,1,spoc-s01-s46-b0A,SPOC,23:53:38.03,-10:07:05.22,-19.202,0.117,-8.172,0.07,2450.1972409999,0.0014059193,4.15678635840569,3.727563e-06,0.16507531272563417,0.0588192,5.107662,0.076475,4693.2823970492,70.4338,9.710865768679579,0.5563425000000001,941.6079567589792,1412.82144865472,43.394855,353.539,9.056,6362.5,83.0,4.59,0.16,1.38830995559692,0.07494730000000001,-0.2,0.12,1.27,0.186767,"2,29,42",2018-11-29,2022-07-15,2022-12-14 12:09:24,WASP-30b - BD
69,159,77031414,241.01,,5,5,5,5,5,5,5,129.9,295.7,112.14,1,1,1,KP,1,10.9571,0.006,,1,spoc-s01-s36-b0A-CPKP,SPOC,23:36:40.49,-34:36:40.7,87.963,0.061,-8.556000000000001,0.057,1355.195919000078,9.496182e-05,1.3866519041345502,7.216439e-07,0.09586146384946416,0.014922514,15.579144,0.121831,14246.466553053999,112.20378999999998,12.9811618638901,0.63853365,1879.9347661511,1679.40500999249,131.61345,232.98,1.7765,6286.0,196.0,4.438,,1.0766099691391,0.052402,,,1.03,0.12256,"2,29",2018-11-29,2021-12-08,2022-12-14 12:09:24,WASP 173 b
70,160,120585579,242.01,,5,5,5,5,5,5,5,48.4,84.3,317.0,0,0,1,EB,0,12.5766,0.006,,1,spoc-s02,SPOC,00:17:48.34,-38:06:39.08,-8.185,0.091,-9.526,0.065,1357.7782109999098,0.000677,6.340315,0.000367,0.17705441666666666,0.056678999999999986,27.945906,0.28817800000000005,25410.703288,265.38632,20.517917,20.518948,400.720106190663,1141.11662586698,95.53354,577.489,27.3855,6083.0,192.0,4.28983,,1.2666,1.2666,,,1.19,0.16055899999999998,2,2018-11-29,2022-10-20,2022-12-14 12:09:24,The detected secondary could have a wrong; depth estimation because of the low points near 1380.
71,161,149010208,243.01,,5,5,5,5,3,5,5,100.8,180.2,317.0,2,1,1,PC,0,11.681,0.006999999999999999,,1,spoc-s01-s36-b0A-PC,SPOC,00:13:34.59,-31:20:03.85,2.688,0.059,-1.754,0.045,1356.6175959999673,0.0003380704,3.43730925605269,2.7909628e-06,0.17964481072098168,0.033629402999999995,16.429243,0.150642,15017.9801246727,138.73639,25.6681050394777,1.351701,2497.48501889288,1802.9989446500101,58.722694,709.175,18.6355,6046.0,193.0,4.29639,2.00435,1.9493199586868304,0.10201,,,1.31,0.222319,"2,29",2018-11-29,2022-10-03,2022-12-14 12:09:24,Gaia radius is 1.8 Rsun. Planet radius is big.
76,167,179985715,249.01,,2,4,4,2,3,4,4,2.8,42.4,5.84,9,3,1,PC,1,11.2738,0.006,,1,spoc,SPOC,00:56:19.21,-38:56:57.24,-71.222,0.041,-122.939,0.041,1359.5385210001841,0.0021145511,6.615383519802848,4.396251500000001e-05,0.09125616616542916,0.52218086,1.480292,0.155289,1362.4702841294,143.01657,2.28335626569915,1.3846837,25.0074750873177,570.344438145279,8.731829,70.6272,0.15645,4157.0,171.0,4.5925699999999985,0.222882,0.6034179925918579,0.05951759999999999,,,0.63,0.0814233,"2,29",2018-11-29,2021-07-15,2022-12-14 12:09:24,
79,171,322063810,253.01,,2,5,5,2,3,4,4,4.0,8.7,2.35,6,6,1,PC,1,9.3626,0.006,,1,spoc,SPOC,00:57:16.44,-51:35:06.9,102.655,0.049,-141.13,0.041,1355.6190740000457,0.0022949048,3.51049380470679,2.5115593e-05,0.0902543800547575,0.31682944,0.33876100000000003,0.038878,311.961680093115,35.807217,1.33539315374004,0.2585738,64.7079451841403,723.3677652361549,8.983308000000003,30.8431,0.0281,4020.0,170.0,4.438,,0.6393709778785711,0.0657085,,,0.63,0.0800887,"2,29",2018-11-29,2021-07-13,2022-12-14 12:09:24,visual binary
80,172,49687222,254.01,,5,5,5,5,5,5,5,2.5,42.8,10.84,3,5,11,IS,0,9.8343,0.006,,1,spoc-s02,SPOC,23:26:49.29,-11:43:32.06,-27.594,2.012,-46.011,1.058,1360.073308000341,0.002667,20.186539,0.003807,0.07777354166666668,0.909295,1.092846,0.156001,1006.041833,143.67206000000004,3.283981,4.520391,55.7433173940076,696.89596869513,8.4469795,133.3143,,6101.0,193.0,4.48196,0.402847,1.01859,0.192495,,,,,2,2018-11-29,2022-10-03,2022-12-14 12:09:24,not seen in K2; TFOP FA
81,173,204317710,255.01,,4,5,5,5,5,4,5,23.4,65.1,99.04,0,0,0,KP,1,13.7426,0.006999999999999999,,1,spoc-s01-s36-b0A-CPKP,SPOC,23:04:18.02,-21:16:19.26,-1.425,0.048,-20.118,0.048,2090.0833209999837,0.0019281021,2.8126484706732597,6.8668787e-06,0.1197396757408246,0.11531863,15.301175,0.458911,13994.0625365298,422.5832,12.065800620875402,0.4648629,614.593408355969,1269.8918152643598,24.578865,745.1160000000001,17.117,5700.0,,4.3970400000000005,,1.00957000255585,,,,1.01,,"2,29",2018-11-29,2021-12-09,2022-12-14 12:09:24,HATS-32 b
