col1_1,TIC ID_1,TOI_1,Paper disp,Group Comments,Sector(s),Period [Days],Duration [Hours],Depth [%],Planet Radius [RJ],Star Radius [Râ],TESSmag,Delta TESSmag,col1_2,TIC ID_2,TOI_2,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
525,277099925,796.01,0,"Short-P, LCMOD, FSOP, FSCP, Vshape, Short-P, UC, Sync","1,3,4,6,7,8,9",0.808696,3.09,0.1,0.29,1.0,10.720999999999998,7.5,768,277099925,796.01,,5,5,5,5,5,5,5,5.1,64.8,9.48,0,0,1,V,FA,10.720999999999998,0.6,,1,spoc,UNKNOWN,05:35:56.77,-67:27:34.54,1.43,0.055,0.65,0.057,2458325.966891,5.3203106E-4,0.8086308384843589,4.251261E-6,3.01902824502589,0.14490029999999998,0.9664299999999999,0.054028999999999994,889.7191221736259,49.761765000000004,3.0352964355661802,0.41319102,3462.22770040128,1956.40451424564,19.006979,9590.75,1415.39,5780.0,,4.438,,1.0,,,,,,"1,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,33,34,36",2019-05-24,2021-07-28,2022-12-14 12:09:24,blue supergiant host star would put this candidate inside star; TFOP FA
526,277566483,1356.01,0,"FSOP, SSys, OED, LowSNR, UC","15,16",23.9299886,17.0,0.56,0.0,0.0,8.9468,5.63,1366,277566483,1356.01,,3,4,3,3,4,4,4,,,69.09,1,0,4,PC,PC,8.9468,0.044000000000000004,,1,qlp-s55-tois,QLP,20:44:46.7,54:30:07.78,-3.497,0.21,-5.428,0.16399999999999998,2459786.7060930002,0.010631299999999998,23.9299886,2.73E-4,30.119,0.498,8.738332000000002,9.030014,8016.0,8282.46,,,17516.7,3205.0,40.0,4772.59,1787.66,8381.3,409.2,,,,,,,,,"15,16,55,56",2019-10-30,2022-12-07,2022-12-16 12:08:26,no stellar radius; likely too large to be a planetary companion
527,278895705,795.01,1,"FSCP, LowSNR, UC","1,2,3,4,5,6,8,9",8.760308,1.32,0.04,0.27,1.38,10.2477,8.49,767,278895705,795.01,,1,4,1,2,3,4,4,2.5,28.4,9.38,4,1,1,PC,PC,10.2477,0.006,,1,spoc,UNKNOWN,06:43:52.89,-55:38:20.4,0.674,0.05,12.737,0.05,2459379.902633,0.001539,8.760993066286991,1.4358144999999999E-5,0.913639665947942,0.3206301,0.5525359999999999,0.045965,508.774905830688,42.33404,3.01630716795444,4.1238465,288.368344177873,1051.00950941431,14.741133,216.257,1.205,6168.88,51.1185,4.24191,0.131914,1.31096994876862,0.056251300000000004,-0.176312,0.052229899999999996,1.18,0.16334400000000002,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,38,39",2019-06-14,2021-11-05,2022-12-14 12:09:24,centroid variation among sectors
528,279212407,2117.01,1,"LCMOD, UC, FSCP, FSOP, LowSNR, SSys",25,28.66214,4.44,0.3,1.14,1.72,9.98272,6.29,2177,279212407,2117.01,,5,5,5,5,5,5,5,16.1,79.6,105.36,0,2,0,EB,FP,9.98272,0.006,,1,qlp-s52-ffi,QLP,01:42:45.71,65:53:44.77,26.394000000000002,0.042,-12.294,0.044000000000000004,2458971.4186299997,0.0018495,28.6620782,5.842000000000001E-4,4.351,0.33799999999999997,2.82659,0.11881400000000002,2600.0,109.426,12.4971,2.06455,119.851,921.0,19.0,255.917,2.0205,6280.0,503.0,4.05,0.13,1.72,0.08,,,1.227,0.2905,"18,24,25,52",2020-07-28,2022-07-13,2022-12-14 12:09:24,slight depth aperture and a slight centroid offset towards NW
529,279740441,273.01,0,"FSCP, OED, CO, Vshape, Short-P, SS",3,0.741859,1.5,0.3,0.54,0.66,11.481,6.31,196,279740441,273.01,,5,5,5,5,5,5,5,87.4,216.7,35.09,1,0,2,EB,FP,11.481,0.006,,1,spoc,SPOC,03:26:01.07,-64:32:53.19,-21.479,0.045,109.97,0.043,2458386.0950869997,0.001412562,0.7418594494026931,8.905398999999999E-5,1.5026957805947199,0.1196039,3.2442729999999997,0.188664,2983.62573173008,173.75093,6.02383473018806,7.4662147,740.864333841521,1330.62114789211,16.765954999999998,106.16,0.2315,4304.6,64.0,4.57,0.12,0.66174,0.09745269999999999,-0.15,0.08,0.67,0.077692,3,2018-11-30,2021-12-06,2022-12-14 12:09:24,NEB on 279740439 (SG1)
530,279999655,959.01,0,"Short-P, FSCP, Vshape, CO, FSOP, pOED",7,1.54104,1.69,3.06,0.0,0.0,10.649000000000001,3.78,941,279999655,959.01,,5,5,5,5,5,5,5,446.0,1734.2,317.0,2,2,3,PC,FP,10.649000000000001,0.008,,1,qlp,QLP,07:36:02.99,04:42:54.42,-1.1420000000000001,0.133,1.3119999999999998,0.084,2458492.6954099997,3.7E-4,1.54104,4.0E-5,1.686,0.046,33.792639,1.180924,30644.8,1087.08,,,11491.8,2884.0,145.0,639.564,22.816,8264.0,300.9,4.09,1.38,,,-0.126478,0.0738681,1.72,0.27277199999999996,7,2019-07-24,2019-07-24,2022-12-14 12:09:24,
531,280095254,235.01,0,"pCO, Vshape, OED, FSOP, pSS","2,6,13",10.090287,1.73,0.24,0.54,1.01,9.4688,6.56,153,280095254,235.01,,3,4,4,3,3,4,4,34.3,171.6,31.3,4,4,4,PC,PC,9.4688,0.006,,1,spoc,UNKNOWN,03:04:47.5,-73:23:46.95,114.75,2.0,46.76,2.0,2458357.283082,5.6169875E-4,10.0902672980076,1.0172752E-5,1.7499280318012398,0.048236485999999995,2.728554,0.07267,2509.93628327125,66.92947,,,94.864136622736,795.9673692879089,53.317165,104.301,,5454.42,77.327,3.4424699999999997,0.146076,,,-1.12905,0.130671,,,"2,6,13,27,28,29,36",2019-05-17,2021-07-28,2022-12-14 12:09:24,two close by stars (<1arcsec) not accounted for by TIC - may be uncorrected dilution and therefore uncertain radius; v-shaped; TFOP work in progress; likely EB
532,280830734,188.01,0,"OED, pSync, pSS","1,2",1.162031,1.17,0.03,0.41,1.61,9.4668,8.67,101,280830734,188.01,,5,5,5,5,3,5,5,10.3,67.0,11.75,1,4,1,PC,APC,9.4668,0.006,,1,spoc,UNKNOWN,02:58:13.34,-70:45:38.83,33.499,0.048,38.324,0.045,2458325.778896,5.876337000000001E-4,1.1619461399227802,6.3775080000000006E-6,0.9403786925892371,0.13933818,0.351964,0.026149000000000002,324.118039449741,24.08406,3.44326902783916,0.4942112,7309.5352494708095,2358.26274794879,13.7793255,210.812,1.107,6340.3,204.0,4.18,0.27,1.6608899831771897,0.114533,-0.46,0.19,1.26,0.204058,"1,2,27,28,29",2018-11-03,2021-10-14,2022-12-14 12:09:24,Odd-even; see notes: Retired as a CPC. NRES spectra show this to be an SB2. Master Disp: APC Phot Disp: CPC Spec Disp: SM
533,281924357,830.01,1,"FSCP, Vshape, pTD",11,15.042065,2.3,1.51,1.92,1.13,10.9303,4.55,806,281924357,830.01,,3,4,3,3,3,4,4,98.8,306.1,317.0,3,0,1,PC,PC,10.9303,0.006,,1,spoc-s01-s39-b0A-PC,UNKNOWN,08:39:01.65,-74:45:47.21,-12.22,0.039,21.112,0.04,2459366.5604669997,5.5430795E-4,15.0405206193783,1.0557488E-5,2.27034328169371,0.0350656,19.76739,0.205827,18041.7030335083,189.55527,23.3825651815649,9.805171000000001,79.8057648969302,762.304205452013,98.15938,222.995,1.0705,5900.0,191.0,4.36304,0.348956,1.0430999994278,0.049809,,,1.07,0.136978,"10,11,12,33,36,37,38,39",2019-06-17,2022-03-22,2022-12-14 12:09:24,nearby stars; SG1 should clear TIC 804936024; v-shaped; likely EB; likely too large for period
534,284288080,889.01,0,"FSCP, CO, OED, LowSNR, NT","6,7,8,9",1.83485,2.67,0.12,0.53,1.68,10.8457,7.3,869,284288080,889.01,,5,5,5,5,5,5,5,13.1,53.4,29.39,0,0,1,PC,FP,10.8457,0.006,,1,qlp,QLP,07:06:35.95,-53:32:47.16,-3.782,0.055999999999999994,-3.748,0.05,2458469.90719,0.00309,1.83485,2.2E-4,2.673,0.597,1.303666,0.002211,1200.0,2.03671,5.90327,0.371084,3996.1,2215.0,27.0,388.477,4.375,6466.0,129.5,4.11,0.09,1.68,0.07,,,1.32,0.20957800000000001,"6,7,8,9",2019-07-12,2020-05-20,2022-12-14 12:09:24,blended with something faint; and the matches 284288094 or 284288093 is an EB but with the period 7.3 days
535,284450803,1142.01,0,"LCMOD, Vshape, BEER, Sync, Vshape",14,3.3690800000000003,2.18,0.37,1.6,2.68,8.64028,6.08,1131,284450803,1142.01,,5,5,5,5,5,5,5,167.2,285.2,317.0,2,1,0,EB,FP,8.64028,0.009000000000000001,,1,qlp,UNKNOWN,19:22:50.15,56:36:55.39,6.716,0.113,-14.218,0.10099999999999999,2459439.857432,2.253E-4,3.3687742,1.7E-6,2.137,0.064,4.438865,0.028429000000000003,4080.0,26.1836,21.4071,1.70721,3638.63,2163.0,255.0,299.29400000000004,3.7665,7518.0,143.2,3.82,0.09,2.68,0.1,,,1.735,0.28874299999999997,"14,15,16,20,23,26,40,41",2019-08-27,2021-10-18,2022-12-14 12:09:24,synced phase modulations; 30 sigma odd-even; v-shaped transits; large radius; TFOP FP; retired as EB
537,287190564,1309.01,0,"FSCP, LowSNR, CO",15,1.49861,2.87,0.22,0.0,0.0,10.6229,6.65,1315,287190564,1309.01,,5,5,5,5,5,5,5,28.3,101.0,83.07,1,0,0,PC,FP,10.6229,0.011000000000000001,,1,qlp,QLP,19:30:01.24,54:06:30.61,-1.508,0.057999999999999996,-1.715,0.053,2458684.76284,0.00206,1.49861,1.1999999999999999E-4,2.8710000000000004,0.147,2.378857,0.061928,2188.61,57.0363,,,90202.8,4828.0,36.0,686.8789999999999,13.8835,8590.0,388.2,4.12,0.07,,,,,2.21,0.31094499999999997,15,2019-10-17,2019-10-17,2022-12-14 12:09:24,TFOP FP
538,287225295,1769.01,0,"Vshape, pOED, UC",21,0.60987,0.39,0.06,0.29,0.89,9.4819,8.15,1799,287225295,1769.01,,1,5,5,1,4,4,4,28.3,171.4,9.32,7,4,6,PC,APC,9.4819,0.006,,1,qlp-s47-tois,SPOC/QLP,09:36:00.08,51:36:28.02,-16.952,0.044000000000000004,48.001000000000005,0.043,2459606.763284,9.609E-4,0.6097551999999999,1.3E-6,0.433,0.08900000000000001,0.653586,0.056355999999999996,601.794223119365,51.904087,2.99971,0.25232899999999997,356.13800000000003,1210.0,26.0,90.6965,0.2298,5493.0,123.5,4.52,0.08,0.89,0.05,,,0.96,0.125462,"21,47",2020-03-12,2022-06-28,2022-12-14 12:09:24,V-shaped; significant odd-even
539,287329267,595.01,1,"Short-P, LCMOD, LowSNR, NT","1,2,3,4,5,6,7,8,9,10,11,12,13",7.643560000000001,3.14,0.04,0.76,2.94,9.9959,8.52,541,287329267,595.01,,5,5,5,5,5,5,5,6.4,25.2,37.61,0,1,1,EB,FP,9.9959,0.006,,1,qlp,QLP,07:19:08.05,-59:18:07.35,-4.84,0.040999999999999995,7.582999999999999,0.043,2458331.94733,0.00515,7.64348,5.9999999999999995E-5,2.772,0.45399999999999996,0.608183,8.68E-4,560.0,0.799349,6.82171,0.406298,170.804,1007.0,19.0,432.642,3.8765,6258.1,103.6,3.59,0.08,2.94,0.12,-0.335808,0.0458287,1.22,0.17693599999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29",2019-04-01,2020-11-13,2022-12-14 12:09:24,TFOP FP; Retired as NEB
540,287474726,582.01,0,"FSCP, pSS, CO",8,3.7423699999999998,2.48,0.06,0.95,4.24,9.3994,8.04,528,287474726,582.01,,5,5,5,5,5,5,5,33.5,60.8,317.0,0,3,1,EB,FP,9.3994,0.006999999999999999,,1,spoc,UNKNOWN,08:28:30.73,-28:21:33.31,-7.079,0.071,2.863,0.068,2459230.051423,0.004799821,3.74420073543415,0.0012046172,3.5004761865589797,0.35009470000000004,0.872482,0.119201,803.26278168871,109.78208000000001,18.1173790236534,20.382994,38392.1562997512,3570.09995695323,12.870724000000001,900.6510000000001,38.0205,9988.0,138.2,3.59,0.07,4.23822,0.207362,,,2.56,0.33044,"8,34",2019-04-13,2021-03-24,2022-12-14 12:09:24,TFOP FP; retired as NEB
541,287776397,1205.01,0,"pCO, LCMOD, FSCP, FSOP, Vshape, UC, pOED, LowSNR","3,6,10,11,12,13",2.391915,8.74,0.01,0.32,3.97,8.3902,10.4,1194,287776397,1205.01,,1,4,1,1,3,4,4,3.9,21.2,12.62,0,2,1,PC,PC,8.3902,0.006,,1,spoc-s01-s39-b0A-PC,SPOC,08:28:30.72,-74:57:17.02,-18.648,0.037000000000000005,19.627,0.046,2458383.241223,0.0031378712,2.3922702805907203,2.5569936E-5,9.00534252090447,0.2505459,0.06902799999999999,0.007847,63.575140991917706,7.227349799999999,3.5905922797784195,0.44561133,18015.5142019209,2954.82262098143,9.076408,309.932,2.0765,6090.0,193.0,3.2986400000000002,0.341742,4.1956000328064,0.181862,,,1.27,0.195512,"3,6,10,11,12,13,30,33,36,37,39",2019-08-26,2022-03-21,2022-12-14 12:09:24,Out-of-transit baseline is not flat; bad transit shape; likely SV
542,288631580,1659.01,1,"FSCP, LCMOD, AT, LowSNR","18,19",5.87731,2.43,0.04,0.18,1.01,9.56906,8.55,1678,288631580,1659.01,,2,4,2,2,3,4,4,2.3,34.3,4.23,2,4,4,PC,PC,9.56906,0.006,,1,qlp-s53-ffi,QLP,18:31:42.05,82:18:21.42,6.721,0.039,47.711999999999996,0.04,2459757.356321,0.0029369,5.877547799999999,2.8300000000000003E-5,2.5980000000000003,0.242,0.347491,4.08E-4,320.0,0.376135,1.8953200000000001,0.11283499999999999,192.014,1037.0,15.0,122.494,0.307,5977.0,130.6,4.47,0.08,1.01,0.05,,,1.0979999999999999,0.139672,"14,18,19,20,24,25,26,40,41,47,52,53",2020-01-29,2022-08-24,2022-12-14 12:09:24,potential multi; variable host star
543,288636342,1692.01,1,"FSCP, UC",19,17.734395000000003,6.5,0.11,0.44,1.46,10.741,7.41,1714,288636342,1692.01,,3,4,3,3,4,4,4,2.6,24.1,20.16,5,4,2,PC,PC,10.741,0.006,,1,qlp-s52-tois,SPOC,18:37:51.45,78:36:40,-5.886,0.053,-4.637,0.062,2459725.0182580003,0.0035639000000000005,17.728847199999997,1.117E-4,6.225,0.865,1.16236,9.8E-4,1070.0,0.902167,4.73696,0.269731,188.088,1031.0,26.0,341.119,3.8725,6554.0,144.208,4.24316,0.090455,1.46,0.07,,,1.357,0.2276,"14,15,17,18,19,20,21,23,24,25,26,40,41,47,48,50,51,52",2020-01-30,2022-10-11,2022-12-14 12:09:24,potential multi
544,289539327,1186.01,1,FSCP,14,11.20888,7.88,0.94,1.76,1.96,9.92402,5.06,1175,289539327,1186.01,,5,5,5,5,2,5,5,68.3,113.6,317.0,0,2,2,PC,APC,9.92402,0.006,,1,qlp-s55-ffi,QLP,16:46:32.03,65:42:54.13,-23.07,0.055999999999999994,31.142,0.055999999999999994,2459817.020033,0.0021320999999999996,11.246367,5.02E-5,7.721,0.226,9.804908,3.35E-4,8990.0,0.308967,19.4912,0.8725790000000001,426.61300000000006,1266.0,204.0,294.85,2.4105,6115.7,343.6,3.89,0.08,2.01,0.09,,,1.143,0.15238800000000002,"14,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55",2019-08-27,2022-10-06,2022-12-14 12:09:24,TFOPWG SB1/APC; strong secondary; too large for insolation; possible eccentric EB
545,289580577,1753.01,1,"LowSNR, AT, LCMOD, FSOP,FSCP","14,15,16,18,19",5.384942,3.13,0.07,0.26,0.96,11.2078,7.89,1783,289580577,1753.01,,2,4,2,2,4,4,4,2.2,25.4,6.56,4,10,5,PC,PC,11.2078,0.006,,1,qlp-s49-tois,SPOC,16:49:52.76,61:10:24.88,-1.585,0.075,12.548,0.07400000000000001,2459653.733754,0.0034438000000000003,5.3845747,3.0799999999999996E-5,2.847,0.39299999999999996,0.684229,0.0010199999999999999,630.0,0.9397120000000001,2.44583,0.16306800000000002,238.05900000000003,1094.0,17.0,226.671,2.699,5700.0,130.299,4.48088,0.0795665,0.96,0.05,,,1.015,0.131911,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49",2020-02-27,2022-08-19,2022-12-14 12:09:24,potential L1 candidate
546,289793076,108.01,1,"HATS-13 b, KP, FSOP",1,3.0438389999999997,2.66,2.41,1.25,0.89,13.163,4.04,7,289793076,108.01,,5,5,5,5,5,5,5,39.1,115.6,99.64,0,0,4,KP,KP,13.163,0.01,,1,spoc,SPOC,21:07:50.76,-26:05:48.19,3.4789999999999996,0.063,-10.312999999999999,0.038,2458328.08383,4.3913139999999997E-4,3.0440540665342004,4.25771E-6,2.59845748018295,0.061165422000000004,24.414911,0.5326960000000001,22236.0165376302,490.51093,12.1086799407213,0.2679916,315.987132647374,1075.31845422327,34.314007000000004,421.855,8.339,5523.0,,4.52192,,0.809867978096008,,,,0.95,,"1,28",2018-09-05,2021-10-20,2022-12-14 12:09:24,HATS-13 b
547,290131778,123.01,1,"KP, FSCP, Short-P, LCMOD, pVshape, UC",1,3.308754,5.63,0.32,0.69,1.32,7.87598,6.24,23,290131778,123.01,,3,5,5,5,4,5,3,194.3,218.6,317.0,3,21,14,CP,CP,7.87598,0.011000000000000001,,1,spoc,SPOC/QLP,21:18:47.9,-26:36:58.95,23.236,0.157,-57.556999999999995,0.152,2458325.374915,1.6357683E-4,3.3088773052416895,1.385715E-6,5.662132972167621,0.019520499,4.338637,0.021309,3988.05858053433,19.626034,17.2150015234235,0.871801,4557.498245912179,2095.56616207841,185.80733999999998,161.498,2.4235,6188.0,194.0,4.27166,2.0058599999999998,2.62391996383667,0.132412,,,1.263,0.201024,"1,28",2018-09-05,2021-10-20,2022-12-14 12:09:24,HD 202772 A b
548,290348383,1099.01,1,"FSCP, HPMS, LCMOD, AT, LowSNR, UC",13,6.4416150000000005,1.8,0.09,0.28,1.0,7.3661,7.67,1084,290348383,1099.01,,1,4,1,1,3,4,4,15.0,178.5,6.64,4,3,3,PC,PC,7.3661,0.006,,1,spoc,UNKNOWN,21:54:52.36,-77:20:19.69,224.864,0.062,-186.625,0.057,2458658.79039,5.327072000000001E-4,6.44098222145563,1.4761192000000002E-5,1.83425080037251,0.107605554,0.898381,0.027372000000000004,827.0970109430791,25.210106,2.46239264350049,0.37761983,79.189,760.83,30.194332,23.605999999999998,0.0179,4867.0,179.0,4.438,,0.8001520037651059,0.0565427,,,0.78,0.09155089999999999,"13,27",2019-08-16,2021-07-06,2022-12-14 12:09:24,Check neighbors
549,293617835,1719.01,1,"pVshape, FSCP",20,2.756792,1.32,0.03,0.7,4.17,7.7649,8.67,1743,293617835,1719.01,,3,4,4,3,4,4,4,68.8,139.5,113.63,2,24,10,PC,PC,7.7649,0.006,,1,qlp-s47-tois,SPOC/QLP,09:01:11.39,55:51:35.78,-9.671,0.315,-1.008,0.27399999999999997,2459604.65008,0.0018388999999999999,2.7552506,1.01E-5,1.4469999999999998,0.33799999999999997,0.390935,0.099337,360.0,91.4889,13.095999999999998,4.45681,3294.06,2110.0,17.0,227.75400000000002,10.2645,6096.4,111.7,3.26,0.09,4.17,0.26,,,1.14,0.147561,"20,21,47",2020-02-19,2022-06-28,2022-12-14 12:09:24,large (~4 Rsun) bright and variable star; v-shaped; potentially large PC
550,293954617,1430.01,1,"HPMS, FSOP",15,7.434007000000001,2.76,0.07,0.2,0.78,8.3879,7.82,1441,293954617,1430.01,,2,4,2,2,4,4,4,5.1,80.9,4.36,6,30,5,PC,PC,8.3879,0.006,,1,qlp-s56-ffi,SPOC,20:02:27.71,53:22:38.79,164.81599999999997,0.05,145.47299999999998,0.047,2459850.501174,0.0013095999999999997,7.4341446,2.0600000000000003E-5,2.425,0.226,0.619046,0.024624,570.0,22.6789,1.91146,0.121124,51.6482,746.0,31.0,41.1706,0.0414,5064.0,119.118,4.578869999999999,0.08471089999999999,0.78,0.05,,,0.85,0.103082,"14,15,16,41,54,55,56",2019-11-14,2022-11-09,2022-12-14 12:09:24,potential L1 planet
551,294176967,1170.01,1,"FSOP, FSCP, UC, LowSNR",14,0.9139700000000001,1.96,0.09,0.97,3.34,10.349,7.63,1159,294176967,1170.01,,5,5,5,5,5,5,5,24.8,70.1,90.36,3,2,8,PC,FP,10.349,0.006999999999999999,,1,qlp,QLP,20:03:13.23,52:02:27.03,-5.735,0.075,-5.495,0.092,2458683.48115,0.00364,0.9139700000000001,2.0E-4,1.955,0.187,0.96,0.001374,883.802,1.2652700000000001,10.9073,0.48448900000000006,12286.1,2933.0,28.0,880.107,28.165,7875.0,92.1,3.61,0.08,3.34,0.08,,,1.82,0.276144,14,2019-08-27,2019-08-27,2022-12-14 12:09:24,
552,294301883,774.01,1,"WASP-55 b, pVshape, pTD, FSCP, KP",10,4.465421,3.48,1.76,1.32,1.1,11.3473,4.38,741,294301883,774.01,,5,5,5,5,5,5,5,69.2,83.3,317.0,0,0,6,KP,KP,11.3473,0.006,,1,spoc-s01-s39-b0A-KP,UNKNOWN,13:35:01.97,-17:30:12.59,12.072000000000001,0.077,-3.8369999999999997,0.07,2459310.444439,4.7407817000000004E-4,4.465634329941969,2.3999446E-6,3.5125179895836003,0.028601402,18.984906,0.128115,17333.755723058403,117.99138,14.646776348545,0.63955903,471.601595036835,1188.5393527978501,155.33298,297.462,3.9085,6070.0,,4.4201,,1.0903600454330402,0.047052699999999996,0.09,0.04,1.1340000000000001,0.153521,"10,37",2019-06-11,2022-03-30,2022-12-14 12:09:24,WASP-55 b
553,294395926,678.01,1,"LowSNR, UC, FSCP",9,11.316715,4.35,0.1,0.31,1.05,10.9162,7.46,626,294395926,678.01,,1,4,1,2,3,4,4,2.3,27.5,10.47,1,3,3,PC,PC,10.9162,0.006,,1,spoc,UNKNOWN,07:17:19.38,-55:35:52.54,-31.454,0.044000000000000004,71.617,0.06,2459297.450326,0.004053,11.329868257961099,5.036406E-5,4.24107862987163,0.30161136,0.9299120000000001,0.050218,856.113768773249,46.25164,3.2180275357584,0.5738858,100.705665889329,807.9476571374249,14.629203,205.847,1.1015,5624.0,187.0,4.39124,0.357916,1.0570000410079998,0.0536432,,,0.99,0.124922,"3,6,7,8,9,13,30,33,34,35,36",2019-05-06,2021-11-10,2022-12-14 12:09:24,crowded field; epoch from qlp-s36-tois; all other parameters from spoc-s01-s36 multisector
554,294471966,1446.01,1,"FSCP, LowSNR","14,15,16",6.31719,2.41,0.07,0.2,0.83,10.7502,7.92,1460,294471966,1446.01,,2,4,2,2,4,4,4,2.6,33.4,5.87,1,3,6,PC,PC,10.7502,0.006,,1,spoc-s14-s41-b0A-PC,SPOC,20:08:00.35,51:21:42.46,9.093,0.045,-25.93,0.052000000000000005,2458689.3668810003,0.002121641,6.317017129390991,4.287018E-5,2.40974018670319,0.50203586,0.7849229999999999,0.07823200000000001,722.6793992148159,72.05199,2.28933400018362,1.7002629,108.32317469530099,822.811010276281,8.852226,133.863,0.4375,5180.0,101.324,4.543080000000001,0.0765937,0.8303099870681759,0.039874400000000004,0.201,0.024,0.878,0.102184,"14,15,16,41",2019-11-14,2022-03-28,2022-12-14 12:09:24,
555,294981566,1219.01,1,"FSOP, UC, pVshape, LowSNR, FSCP","3,4,5,6,7,8,9,10,11,13",1.914522,4.89,0.01,0.16,1.6,10.1207,9.81,1210,294981566,1219.01,,1,4,1,1,3,4,4,1.8,19.7,4.33,2,2,5,PC,PC,10.1207,0.006,,1,qlp,UNKNOWN,04:49:19.81,-67:22:07.48,-0.018000000000000002,0.042,9.008,0.057,2459386.477676,0.0049188,1.9142261999999999,1.59E-5,3.315,0.405,0.162873,2.21E-4,150.0,0.203361,1.9154799999999998,0.10695299999999999,6214.05,2473.0,18.0,301.291,2.2225,6734.0,202.0,4.18582,0.41714700000000005,1.59,0.06,,,1.6,0.27105799999999997,"1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,32,33,34,35,36,37,38,39",2019-08-26,2021-11-05,2022-12-14 12:09:24,Crowded field; v-shaped; possibly BEB or SV;
556,295354126,1965.01,1,"FSOP, FSCP, Vshape, Short-P",11,2.2781700000000003,3.43,0.09,0.0,0.0,8.177301,7.57,2010,295354126,1965.01,,5,5,5,5,5,5,5,,,10.57,0,1,1,EB,FP,8.177301,0.006999999999999999,,1,qlp,QLP,14:52:36.47,-61:34:07.24,-6.1579999999999995,0.052000000000000005,-7.882999999999999,0.08199999999999999,2459357.4031060003,0.0011556,2.2778177000000004,6.5000000000000004E-6,3.2119999999999997,0.098,0.9558690000000001,0.326449,880.0,300.625,,,95451.3,4896.0,43.0,401.097,7.8685,9096.5,385.4,,,,,,,,,"11,12,38",2020-06-17,2021-08-12,2022-12-14 12:09:24,no stellar radius; B8IV/V host; odd-even + centroid offset centered on another star in SPOC s38; retired as TFOP FP/NEB
557,295541511,1117.01,1,"FSOP, FSCP, UC, LowSNR, Short-P",13,2.2267,2.01,0.07,0.24,1.02,10.4055,7.87,1102,295541511,1117.01,,1,4,1,1,3,4,4,6.1,50.5,7.69,3,2,1,PC,PC,10.4055,0.006,,1,spoc,QLP,18:14:24.49,-66:25:11.91,-15.32,0.036000000000000004,-38.643,0.040999999999999995,2459362.458967,0.0037797397999999997,2.22647876463178,5.428928400000001E-4,2.39285150261864,0.36766279999999996,0.6232340000000001,0.066997,573.854658251499,61.704956,2.68379709929312,0.68389964,897.602168923894,1396.01705128943,8.102859,167.59799999999998,0.9129999999999999,5731.0,132.8,4.43,0.08,1.02421998977661,0.0515452,,,1.02,0.131252,"13,39",2019-08-15,2020-05-20,2022-12-14 12:09:24,
558,296739893,620.01,1,"FSCP, FSOP, HPMS",8,5.0983730000000005,1.17,0.34,0.24,0.46,10.2139,6.17,566,296739893,620.01,,1,5,5,1,4,4,4,10.7,123.4,8.91,8,4,9,PC,CP,10.2139,0.006999999999999999,,1,spoc,UNKNOWN,09:28:41.63,-12:10:01.79,35.872,0.105,-389.85400000000004,0.08199999999999999,2458518.005713,4.671185E-4,5.098830605642901,6.843831E-6,1.08435505456884,0.1995132,3.071711,0.145562,2825.1517943126396,134.05893,2.92565573833639,1.0402569,19.827281883686602,538.189901912191,25.510231,33.0231,0.05845,3633.0,70.0,4.8042300000000004,0.365746,0.5474529862403871,0.0165014,,,0.5429579999999999,0.020444099999999996,"8,35",2019-04-13,2021-07-15,2022-12-14 12:09:24,
