col1_1,TIC ID_1,TOI_1,Paper disp,Group Comments,Sector(s),Period [Days],Duration [Hours],Depth [%],Planet Radius [RJ],Star Radius [Râ],TESSmag,Delta TESSmag,col1_2,TIC ID_2,TOI_2,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
4,329888006,1976.01,1,"FSCP, UC, pSS, pVshape",11,7.698180000000001,8.96,0.64,0.0,0.0,8.8681,5.48,2021,329888006,1976.01,,3,5,5,3,3,4,4,78.1,318.8,66.02,3,1,1,PC,APC,8.8681,0.006,,1,qlp,QLP,14:11:23.19,-50:04:11.92,-21.2,1.5,-5.9,1.6,2459360.021406,4.662E-4,7.694309599999999,8.0E-6,8.902999999999999,0.165,8.064323,3.71E-4,7400.0,0.34158099999999997,,,925.441,1536.0,105.0,201.2072,117.809,4956.8,100.5,,,,,,,,,"11,38",2020-06-17,2021-08-12,2022-12-14 12:09:24,no information of the star on TIC 8; see observing notes re: potential chromaticity; may not be main sequence star
5,330799746,1818.01,1,"Fla, FSOP",22,5.5107800000000005,4.47,0.34,0.88,1.63,10.9901,6.16,1857,330799746,1818.01,,3,4,3,3,4,4,4,19.2,69.9,67.81,3,11,8,PC,PC,10.9901,0.006999999999999999,,1,qlp-s49-tois,QLP,12:52:31.48,34:54:03.7,23.706,0.052000000000000005,-15.102,0.044000000000000004,2459656.365708,0.0013927999999999998,5.5115037000000004,1.3500000000000001E-5,4.423,0.138,3.534389,5.26E-4,3250.0,0.48437600000000003,9.63687,0.43141199999999996,642.257,1402.0,31.0,401.96,6.7755,6236.9,103.1,4.09,0.08,1.63,0.07,-0.161623,0.00683763,1.21,0.165124,"22,49",2020-04-17,2022-07-13,2022-12-14 12:09:24,2 stars in pixel
6,332660150,938.01,1,"FSOP, FSCP, Fla",5,8.80874,4.28,0.16,0.36,0.99,10.8479,7.0,920,332660150,938.01,,3,4,3,4,4,4,4,4.7,42.9,15.62,4,5,11,PC,PC,10.8479,0.006999999999999999,,1,qlp,UNKNOWN,04:12:07.76,-12:07:07.81,-6.466,0.046,-10.769,0.040999999999999995,2459193.8049259996,0.0028951,8.8073507,4.47E-5,4.263999999999999,0.41100000000000003,1.8473220000000001,0.001166,1700.0,1.0737,4.0916,0.230702,220.735,1073.0,19.0,215.03400000000002,1.909,5981.0,125.9,4.49,0.08,0.99,0.05,,,1.1,0.146506,"5,32",2019-07-24,2021-02-01,2022-12-14 12:09:24,Co-moving M dwarf 7.7
8,341420329,1019.01,1,"pTD, FSOP","7,8,9",5.23416,3.54,2.22,2.13,1.56,10.6348,4.13,1001,341420329,1019.01,,3,4,4,3,3,4,4,131.7,297.7,317.0,3,3,1,PC,PC,10.6348,0.006,,1,spoc,UNKNOWN,08:00:35.52,-54:52:42.79,-11.732000000000001,0.047,2.5860000000000003,0.061,2459232.446777,2.1601134999999999E-4,5.23409637813213,2.6583332999999997E-5,3.6909047086778397,0.016388487,22.535781,0.077113,20542.2936714085,71.021614,24.0878820226281,0.74451643,1453.66800675036,1574.8386240930702,269.15555,399.54400000000004,4.1635,7645.0,134.4,4.3,0.08,1.5620299577713002,0.048125699999999993,,,1.79,0.289153,"7,8,9,34,35,36",2019-07-24,2021-09-29,2022-12-14 12:09:24,Large for its insolation
11,347329162,1809.01,1,"WASP-56 b,CP, pTD",22,4.617208,3.59,1.12,1.07,1.11,11.5384,4.88,1846,347329162,1809.01,,5,5,5,5,5,5,5,45.4,139.9,105.3,0,0,0,KP,KP,11.5384,0.006999999999999999,,1,qlp-s49-tois,SPOC,12:13:27.85,23:03:20.47,-36.695,0.077,2.792,0.051,2459659.915254,6.755E-4,4.6170519,5.3E-6,3.555,0.226,13.338436999999999,0.0031079999999999997,12210.0,2.8626099999999997,12.4681,0.6803130000000001,447.82,1281.0,109.0,321.084,5.314,5797.0,121.229,4.36164,0.081426,1.11,0.06,0.43,0.04,1.04,0.13252,"22,49",2020-04-15,2022-07-13,2022-12-14 12:09:24,WASP-56 b
12,347332255,1835.01,1,"AT, wrong-P",23,5.64196,3.09,0.05,0.16,0.78,7.6621,8.16,1874,347332255,1835.01,,2,4,4,2,4,4,4,7.7,118.2,3.99,2,8,5,PC,PC,7.6621,0.006,,1,spoc,SPOC,12:39:21.41,20:01:38.42,-81.959,0.083,-104.589,0.044000000000000004,2458932.7636349997,0.0022330706,5.641959835971991,0.0011469718,3.08715015408809,0.42569625,0.590626,0.079082,543.838847968583,72.83464000000001,1.82458442534573,1.2838764999999999,119.41711808317801,843.114184840056,8.795427,32.1585,0.05705,5297.0,107.552,4.61016,0.07761489999999999,0.782479,0.0380352,,,0.91,0.112429,23,2020-05-07,2020-05-08,2022-12-14 12:09:24,period may be different; the transit at TJD 1932.8 and 1938.4 appears to be similar in depth and duration; the transit at TJD 1944.0 is coincident with a momentum dump; and can't be recovered from the data. There are three more possible single events near  1937.9 1947.5 and 1949.0. The 1949.0 event (in report for candidate .02) has the largest depth.
13,349827430,1148.01,1,"FSCP,CP, pTD, pSS","14,20",5.5511099999999995,4.32,0.86,1.31,1.55,7.9179,5.16,1137,349827430,1148.01,,3,5,5,3,5,4,5,215.9,287.2,317.0,0,0,0,KP,KP,7.9179,0.006,,1,qlp-s48-tois,UNKNOWN,10:47:38.17,71:39:20.62,-56.184,0.053,-34.808,0.064,2459628.570043,7.890000000000001E-5,5.5514908,1.0E-6,4.218,0.02,10.298033,1.3000000000000001E-5,9440.0,0.011975299999999998,15.6197,0.613038,552.134,1350.0,685.0,96.5173,0.31225,6403.9,184.1,4.16,0.08,1.55,0.06,,,1.25,0.184389,"14,20,21,40,41,47,48",2019-08-27,2022-07-12,2022-12-14 12:09:24,KELT 24 b
14,350332997,832.01,1,"FSOP,FSCP",11,1.91693,1.73,0.25,0.56,1.07,11.7611,6.51,808,350332997,832.01,,5,5,5,5,5,5,5,25.1,53.5,82.55,1,3,1,PC,FP,11.7611,0.006,,1,qlp,UNKNOWN,05:36:19.59,-54:11:28.32,13.661,0.039,1.4269999999999998,0.045,2459357.0795259997,5.017E-4,1.9160221000000002,1.4E-6,1.405,0.045,2.64155,6.5E-4,2430.0,0.59901,10.8261,0.59309,339.505,1195.0,58.0,586.7040000000001,7.0895,5623.0,187.0,4.37483,2.0039,2.09,0.11,,,0.97,0.121111,"1,3,4,5,6,7,10,11,13,27,28,30,31,32,33,34,37,38",2019-06-17,2021-09-10,2022-12-14 12:09:24,possible 600 ppm secondary; TFOP FP; retired as EB
15,350743714,165.01,1,FSCP,3,7.76178,3.49,0.44,1.23,1.87,9.789,5.89,67,350743714,165.01,,5,5,5,5,3,5,5,61.3,208.0,111.03,1,3,2,KP,APC,9.6686,0.006999999999999999,,1,qlp,UNKNOWN,05:55:32.69,-57:17:26.68,2.812,0.055999999999999994,-39.619,0.049,2459381.274467,1.455E-4,7.7576425,1.9E-6,3.133,0.021,8.053385,8.0E-5,7390.0,0.07411910000000001,12.4562,0.9564360000000001,182.354,1023.0,413.0,210.31099999999998,1.1585,6038.0,54.0,3.96,0.11,1.41,0.11,,,,,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",2018-11-30,2021-08-24,2022-12-14 12:09:24,known brown dwarf/low-mass star discovered by WASP (EBLM J0555-57)
16,351601843,1075.01,1,"FSOP,CP, Short-P, pVshape",13,0.604763,1.06,0.1,0.18,0.65,11.1186,7.53,1059,351601843,1075.01,,1,5,5,1,4,4,4,10.6,70.6,3.42,8,1,3,PC,CP,11.1186,0.006999999999999999,,1,spoc,UNKNOWN,20:39:53.09,-65:26:58.92,-99.73700000000001,0.023,-59.95,0.039,2458654.250006,7.482197E-4,0.604742679520557,7.131455E-6,0.988220982032038,0.27624184,0.991122,0.081954,912.440697846078,75.47995999999999,1.87644543121028,0.9520114,528.02,1222.6,13.116491,61.4592,0.09435,4046.0,170.0,4.60963,0.23067800000000002,0.653189,0.06464500000000001,,,0.571742,0.0203056,"13,27",2019-08-16,2021-07-06,2022-12-14 12:09:24,Possible stellar variability
17,352413427,1473.01,1,FSCP,17,5.255294,3.27,0.06,0.22,0.99,8.297,8.13,1492,352413427,1473.01,,1,4,1,1,4,4,4,6.2,81.3,5.34,1,33,12,PC,PC,8.297,0.006,,1,qlp-s57-ffi,SPOC,01:02:23.55,37:11:07.58,-9.876,0.068,-10.13,0.064,2459873.225009,0.0016465,5.254492,1.9E-5,2.958,0.43,0.45610500000000004,0.027882,420.0,25.6797,2.16083,0.118904,317.95599999999996,1176.0,18.0,67.6203,0.20465,5958.0,121.256,4.48217,0.0757701,0.99,0.04,,,1.09,0.142073,"17,57",2019-12-05,2022-12-13,2022-12-16 12:08:26,L1 candidate
18,353475866,1693.01,1,"Short-P,TOI-1693 b, FSCP",19,1.7668810000000001,1.3,0.1,0.13,0.46,10.6714,7.49,1716,353475866,1693.01,,2,4,2,2,4,4,4,6.4,11.2,2.59,7,4,4,CP,CP,10.6714,0.006999999999999999,,1,spoc-s01-s46-b0A,SPOC,06:01:14,34:46:23.13,-22.761999999999997,0.084,-17.765,0.069,2459549.097296,0.001889,1.7666833999999998,1.91E-5,1.37099299728315,0.23229665,0.8927809999999999,0.064442,821.943728046024,59.351128,1.41544615005876,0.42482212,57.02074473875339,700.8546689733811,14.640270000000001,30.7947,0.0391,3474.0,157.0,4.77152,0.00661752,0.46125999093055703,0.0137244,,,0.4585,0.020293000000000002,"19,43,44,45",2020-01-30,2022-07-15,2022-12-14 12:09:24,potential L1 planet around bright M dwarf star
19,353782445,1664.01,1,FSOP,"18,19",11.83441,2.24,0.03,0.22,1.34,9.17708,8.67,1684,353782445,1664.01,,2,4,4,2,4,4,4,2.8,35.7,8.04,1,7,6,PC,PC,9.17708,0.006,,1,qlp-s57-ffi,QLP,18:27:45.09,55:45:20.71,-11.857000000000001,0.043,27.281999999999996,0.044000000000000004,2459872.704217,0.0022791,11.835146400000001,3.5799999999999996E-5,2.099,0.755,0.33663000000000004,0.050036000000000004,310.0,46.0834,2.75999,0.21984499999999998,133.34799999999998,946.0,14.0,143.031,0.3945,6225.0,193.0,5.06078,0.333649,1.34,0.06,,,1.17,0.167775,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,51,52,53,54,55,56,57",2020-01-29,2022-12-13,2022-12-16 12:08:26,L1 candidate
20,356158613,1449.02,1,"LowSNR, FSCP, LCMOD, FSOP, HPMS","14,15",2.3689,1.85,0.07,0.42,0.6,10.745,7.89,1463,356158613,1449.01,,5,5,5,5,5,5,5,3.3,84.4,20.35,16,2,5,PC,FA,10.745,0.033,,1,spoc,SPOC,20:02:50.08,39:40:06.14,146.31,0.044000000000000004,51.61600000000001,0.044000000000000004,2458688.304348,0.0045036827,24.710390483299605,0.006523501,2.64447591949528,0.5049732,2.41157,0.351414,2218.67277412048,323.61194,4.75621840173203,15.497825,18.781017151965,530.944989686044,8.366322,56.3228,0.0867,5780.0,,4.64751,0.017788299999999996,0.6043850000000001,0.0249697,,,0.5916520000000001,0.0246673,"14,15",2019-11-14,2019-11-14,2022-12-14 12:09:24,
21,356473034,1720.01,1,"XO-2 N b, CP, FSOP",20,2.6158259999999998,2.65,1.32,1.1,1.08,10.4467,4.7,1744,356473034,1720.01,,5,5,5,5,5,5,5,152.0,140.9,317.0,0,0,1,KP,KP,10.4467,0.006,,1,qlp-s47-ffi,SPOC/QLP,07:48:06.42,50:13:30.53,-29.730999999999998,0.083,-154.27200000000002,0.05,2459601.81699,5.903E-4,2.6158577999999997,1.13E-5,3.1430000000000002,0.163,15.384796,0.0032049999999999995,14070.0,2.95229,14.2157,1.04254,1566.65,1752.0,172.0,154.273,1.446,5267.0,152.7,4.32,0.1,1.08,0.08,0.38,0.1,0.902,0.11461199999999999,"20,47",2020-02-19,2022-03-02,2022-12-14 12:09:24,XO-2 N b
23,256783784,1432.01,1,"LowSNR, HPMS, FSCP","15,16",6.11219,2.19,0.06,0.19,0.91,9.4653,8.15,1443,256783784,1432.01,,1,4,1,1,4,4,4,3.8,51.6,5.52,4,5,7,PC,PC,9.4653,0.006,,1,qlp-s56-ffi,SPOC,21:57:36.43,36:19:17.05,42.513000000000005,0.044000000000000004,-43.798,0.071,2459851.690817,0.0024311,6.109575599999999,2.52E-5,2.441,0.33299999999999996,0.553867,0.047051,510.0,43.3345,2.19963,0.151391,117.102,916.0,12.0,95.1757,0.39625,5587.0,126.4,4.51,0.08,0.91,0.05,,,0.99,0.13103299999999998,"15,16,56",2019-11-14,2022-12-05,2022-12-16 12:08:26,
24,257241363,1718.01,1,"HPMS, FSOP",20,5.586947,2.93,0.19,0.36,0.94,8.2558,6.83,1742,257241363,1718.01,,3,4,3,3,4,4,4,28.1,193.6,17.79,2,3,8,PC,PC,8.2558,0.006,,1,qlp-s47-tois,SPOC/QLP,07:28:04.33,30:19:18.24,-22.04,0.069,-155.884,0.063,2459596.690884,3.038E-4,5.5870435,7.2000000000000005E-6,2.885,0.321,2.119253,2.0899999999999998E-4,1950.0,0.19217,4.39879,0.261698,219.05599999999998,1071.0,123.0,52.3044,0.0936,5378.0,134.6,4.46,0.08,0.94,0.06,0.2,0.1,0.93,0.117997,"20,44,45,46,47",2020-02-19,2022-06-28,2022-12-14 12:09:24,
25,257567854,403.01,1,"WASP-22 b,pTD, FSOP, pVshape",4,3.532822,3.44,1.13,1.2,1.25,11.185,4.87,333,257567854,403.01,,5,5,5,5,5,5,5,58.1,168.0,110.08,0,1,5,KP,KP,11.185,0.006999999999999999,,1,spoc,UNKNOWN,03:31:16.33,-23:49:11.25,1.771,0.071,-26.516,0.059000000000000004,2458411.901592,5.46E-4,3.532822,1.38E-4,3.4431199999999995,0.046901,12.320677,0.14971900000000002,11283.619423,137.88638,13.474905,0.18449400000000002,837.703371573046,1372.1206974853599,88.35828000000001,317.652,5.5425,6153.0,,4.34152,,1.25,,0.26,0.03,1.17,0.16388,4,2019-02-08,2019-02-08,2022-12-14 12:09:24,WASP-22b
26,257605131,,1,"LCMOD, UC, FSOP, CP","4,5",16.364873037324,4.44,0.2,0.36,0.86,10.2666,6.74,385,257605131,451.01,,1,5,5,1,4,4,4,4.0,58.3,14.68,16,3,3,CP,CP,10.2666,0.006,,1,spoc,UNKNOWN,04:11:51.93,-37:56:23.03,-11.167,0.039,12.375,0.054000000000000006,2458416.634939,0.0012756921,16.364873037323697,4.921217000000001E-5,4.04783015228481,0.20240912,2.255346,0.143861,2075.09441176443,132.4925,3.92483215869815,0.5098805000000001,38.2371999320861,634.221952100063,14.497905,123.73899999999999,0.385,5481.0,127.6,4.56,0.08,0.856226027011871,0.0441055,,,0.96,0.124766,"4,5,31",2019-01-31,2021-07-01,2022-12-14 12:09:24,TOI-451 d / TOI-451.01
27,258514800,1444.01,1,"LowSNR, FSOP, FSCP","15,16",0.470242,1.29,0.02,0.11,0.92,10.1522,9.3,1457,258514800,1444.01,,2,5,5,2,4,4,4,5.9,53.9,2.99,1,16,3,CP,CP,10.1522,0.006,,1,qlp-s49-tois,SPOC,20:21:53.98,70:56:37.34,46.402,0.035,-20.689,0.034,2459663.667772,0.0022992,0.47027250000000004,1.6E-6,1.171,0.23399999999999999,0.293188,7.3E-4,270.0,0.6725220000000001,1.53164,0.11415299999999999,4781.36,2316.0,21.0,125.463,0.336,5466.0,121.494,4.48625,0.0772158,0.92,0.05,,,0.956,0.11332,"15,16,17,18,19,22,24,25,26,49",2019-11-14,2022-08-19,2022-12-14 12:09:24,TOI-1444 b
28,259126549,1401.01,1,"LCMOD, FSOP, FSCP, pSS",16,7.38448,4.54,2.1,0.0,0.0,10.9828,4.19,1411,259126549,1401.01,,5,5,5,5,5,5,5,107.5,231.2,317.0,0,1,2,EB,FP,10.9828,0.006,,1,qlp-s49-tois,QLP,19:25:38.84,69:06:46.73,0.9,2.0,-6.4,2.1,2459658.948928,1.639E-4,7.3845072,1.9E-6,4.531000000000001,0.045,27.666646999999998,6.69E-4,25160.0,0.616532,23.6091,,514.3969999999999,,686.0,383.166,,6149.2,239.7,,,1.43,,,,,,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49",2019-10-30,2022-07-12,2022-12-14 12:09:24,strong secondary; large for insolation
29,259129875,1402.01,1,"LCMOD, UC, FSCP, LowSNR, pVshape, Short-P","14,15,16,17,18,19",0.43888999999999995,0.95,0.07,0.6,2.32,10.5896,7.97,1412,259129875,1402.01,,5,5,5,5,5,5,5,19.4,70.5,36.41,3,2,2,PC,FP,10.5896,0.006999999999999999,,1,qlp,QLP,19:27:31.26,68:00:52.9,2.859,0.051,7.617999999999999,0.046,2458684.09715,0.00151,0.43888999999999995,1.0E-5,0.9470000000000001,0.245,0.705958,0.002246,650.0,2.06904,6.694560000000001,0.45825600000000005,14357.3,3049.0,27.0,576.745,8.5765,7111.0,125.5,3.91,0.09,2.32,0.1,,,1.58,0.269773,"14,15,16,17,18,19",2019-10-30,2020-05-20,2022-12-14 12:09:24,Likely EB
30,259172391,1445.02,1,"LCMOD, FSCP, LowSNR","14,15,16,17,18,19,20,21,22,23",4.784274,3.11,0.05,0.34,1.06,10.6074,8.28,1458,259172391,1445.01,,2,4,2,3,4,4,4,1.9,26.4,7.69,3,3,5,PC,PC,10.6074,0.006,,1,qlp-s52-tois,SPOC,19:31:04.26,71:29:50.49,4.791,0.046,-6.731,0.059000000000000004,2459767.018169,0.0040917,9.813069699999998,5.6899999999999994E-5,3.91,0.337,0.684229,5.24E-4,630.0,0.482368,2.67352,0.1451,175.261,1013.0,19.0,215.24599999999998,1.077,6240.0,153.608,4.466069999999999,0.09005419999999999,1.06,0.05,,,1.208,0.195498,"14,15,16,17,18,19,20,21,22,23,25,26,40,41,47,48,49,50,51,52",2019-11-14,2022-10-24,2022-12-14 12:09:24,variable host; potential multi
31,259377017,270.03,1,"LowSNR, FSOP","3,4,5",3.3601370000000004,1.39,0.1,0.23,0.42,10.4981,7.54,191,259377017,270.01,,1,4,1,1,4,4,4,7.9,154.2,6.39,48,4,4,CP,CP,10.4981,0.006999999999999999,,1,spoc,UNKNOWN,04:33:39.86,-51:57:26.62,82.944,0.05,-269.755,0.051,2459198.9614540003,5.277E-4,5.66056931603069,3.858381E-6,1.66317040312773,0.05289611599999999,4.194807,0.071767,3856.10608521182,66.09782,2.40708723087558,0.11973171,9.94074078795448,452.870922604814,51.1377,22.4793,0.01355,3551.0,74.0,4.83982,0.382963,0.374357998371124,0.011495700000000001,,,0.362274,0.020491,"3,4,5,30,32",2019-05-17,2021-10-14,2022-12-14 12:09:24,TOI-270 c / TOI 270.01
33,268403451,1612.01,1,"KP, FSCP, pVshape, pTD, XO-7 b","18,19",2.86415,2.72,0.94,1.42,1.53,10.0521,5.06,1631,268403451,1612.01,,5,5,5,5,5,5,5,110.8,114.5,317.0,0,0,0,KP,KP,10.0521,0.006,,1,qlp-s47-tois,QLP,18:29:54.74,85:13:59.95,-15.354000000000001,0.038,24.461,0.054000000000000006,2459767.692495,0.0020429000000000003,2.8639523999999996,3.4E-6,2.511,0.037000000000000005,10.506309,3.86E-4,9630.0,0.355123,15.1475,0.717892,638.369,1400.0,433.0,234.149,1.1875,6082.0,137.7,4.13,0.08,1.53,0.07,,,1.139,0.156619,"18,19,20,25,26,40,47",2019-12-19,2022-08-24,2022-12-14 12:09:24,XO-7b (arXiv:1912.02821)
34,268766053,272.01,1,"WASP-53 b, WASP-53 c ,FSOP, CP",3,3.30968,2.28,1.93,1.05,0.8,11.7617,4.29,195,268766053,272.01,,5,5,5,5,5,5,5,76.0,201.0,104.2,0,1,4,KP,KP,11.7617,0.006,,1,spoc,UNKNOWN,02:07:38.2,-20:39:42.63,-9.079,0.057,8.19,0.057999999999999996,2459140.875701,2.718E-4,3.30984575478706,1.5323723E-6,2.26765357766264,0.024320500000000002,21.003286,0.16170299999999999,19158.8321816564,148.92244,12.431622806717598,0.7775041,241.665558730679,1005.59577446218,107.77688,201.338,1.371,4953.0,,4.55653,,0.8586189746856691,0.053190999999999995,,,0.818,0.09609880000000001,"3,30",2018-11-30,2021-10-14,2022-12-14 12:09:24,WASP-53 b
36,269558487,855.01,1,"FSOP, Short-P",3,1.8306,1.19,0.11,0.38,1.22,10.6541,7.39,832,269558487,855.01,,3,4,4,3,4,4,4,12.0,64.1,18.29,9,5,5,PC,PC,10.6541,0.006999999999999999,,1,qlp-s43-tois,QLP,01:02:10.33,-02:08:40.47,24.584,0.111,-10.31,0.07200000000000001,2459497.639662,0.0012367,1.8301156000000003,3.8E-6,1.018,0.21600000000000003,1.205837,0.0035759999999999998,1110.0,3.29391,4.4618400000000005,0.309321,515.1469999999999,1327.0,18.0,294.418,5.5405,6671.0,115.3,4.41,0.08,1.22,0.05,-0.43,0.12,1.41,0.23476,"3,30,42,43",2019-07-10,2022-12-12,2022-12-16 12:08:26,
37,269701147,1339.01,1,"Long-P,HD 191939 b, HD 191939 c, HD 191939 d, FSCP","15,16,17,18,19",8.880405999999999,3.04,0.12,0.29,0.92,8.2929,7.31,1345,269701147,1339.01,,1,4,1,1,4,4,4,11.9,135.6,11.3,5,31,6,CP,CP,8.2929,0.006,,1,qlp-s56-ffi,SPOC/QLP,20:08:06.15,66:51:01.08,150.256,0.044000000000000004,-63.909,0.047,2459852.03773,0.0010995999999999998,8.8803305,2.02E-5,2.9339999999999997,0.332,1.2927950000000001,0.025483000000000002,1190.0,23.4702,3.3636800000000004,0.17298,141.986,961.0,55.0,53.6089,0.0732,5555.7,313.7,4.49,0.08,0.92,0.05,,,0.95,0.119246,"15,16,17,18,19,21,22,24,25,41,48,49,51,52,55,56",2019-10-30,2022-11-09,2022-12-14 12:09:24,HD 191939 b / TOI 1339.01
39,270380593,465.01,1,"WASP-156 b, FSOP, CP",4,3.8363169999999998,2.39,0.56,0.5,0.76,10.7307,5.63,401,270380593,465.01,,5,5,5,5,5,5,5,27.2,125.1,31.15,0,5,3,KP,KP,10.7307,0.006,,1,spoc-s01-s46-b0A,UNKNOWN,02:11:07.7,02:25:05.5,74.19,0.08900000000000001,40.056,0.08,2459449.900242,5.927469E-4,3.83616190510764,1.8262514999999998E-6,2.38463368420771,0.0485834,5.768146,0.066723,5298.57124821292,61.451927000000005,6.11008882177932,0.45849642,190.71356630764,947.796599986247,67.33148,122.066,0.6445,4910.0,,4.6010800000000005,,0.847379982471466,0.054834100000000004,,,0.8109999999999999,0.10253,"4,31,42,43",2019-02-08,2022-07-15,2022-12-14 12:09:24,WASP-156 b
40,270468559,571.01,1,"HAT-P-42 b, FSOP, CP",8,4.641547,3.86,0.78,1.22,1.53,11.5598,5.27,517,270468559,571.01,,5,5,5,5,5,5,5,36.2,100.1,111.7,0,0,3,KP,KP,11.5598,0.006,,1,qlp-s46-tois,SPOC,09:01:22.65,06:05:49.5,-2.911,0.075,-33.389,0.046,2459577.802736,3.968E-4,4.641836799999999,4.0E-6,3.721,0.084,8.677041000000001,4.69E-4,7960.0,0.43192600000000003,12.9164,0.640675,469.05400000000003,1296.0,91.0,405.23800000000006,7.6375,5743.0,,4.14093,,1.41,0.07,,,1.0590000000000002,0.126594,"8,34,44,45,46",2019-04-05,2022-03-10,2022-12-14 12:09:24,HAT-P-42 b
41,271168962,828.01,1,"WASP-131 b, CP, FSOP",11,5.322154,3.89,0.66,1.19,1.53,9.47199,5.46,804,271168962,828.01,,5,5,5,5,5,5,5,107.1,130.5,317.0,0,1,1,KP,KP,9.47199,0.006,,1,spoc,SPOC,14:00:46.46,-30:35:00.99,10.294,0.129,-9.852,0.126,2458601.579679,5.16E-4,5.322154,2.0E-4,3.8875940000000004,0.03913,7.144185,0.066195,6558.4362280000005,60.966423,13.376845999999999,0.10291700000000001,748.212880391839,1333.90851423725,114.223114,200.075,2.625,6030.0,,4.09435,,1.53,,-0.25,0.09,1.01,0.127613,11,2019-06-17,2019-06-17,2022-12-14 12:09:24,WASP-131b
42,271596225,797.01,1,"Short-P, LowSNR, FSCP, NT, LCMOD, FSOP, UC","1,2,3,4,5,6,7,8,9",1.800809,1.17,0.06,0.11,0.5,11.7144,8.02,769,271596225,797.01,,1,4,1,1,3,4,4,3.0,5.6,2.2,23,1,3,PC,PC,11.7144,0.006999999999999999,,1,spoc-s01-s39-b0A-PC,UNKNOWN,07:14:15.14,-74:36:11.14,83.35,0.045,-127.921,0.042,2458326.817187,5.6154723E-4,1.8008062806653402,4.8826605E-6,1.1261985553532399,0.23409514,0.7506520000000001,0.046124,691.1375031822009,42.48097,1.28617022204402,0.750201,66.8759898651613,729.3522136041161,19.244581,56.1927,0.07895,3704.0,64.0,4.77431,0.348429,0.473702013492584,0.014088700000000001,,,0.471474,0.0202932,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",2019-06-14,2022-03-22,2022-12-14 12:09:24,potential L1 planet; possible multi
43,271722899,920.01,1,"LCMOD, UC, FSOP, FSCP, LowSNR",4,19.2998,3.17,0.19,0.0,0.0,11.190999999999999,6.82,901,271722899,920.01,,5,5,5,5,5,5,5,,,317.0,0,1,1,PC,FP,11.190999999999999,0.006,,1,qlp,QLP,07:21:15,-73:27:11.64,1.064,0.043,7.226,0.046,2458335.23411,0.0023899999999999998,19.2998,0.0,3.17,0.382,2.026549,0.002794,1864.78,2.5737200000000002,,,16.9727,565.0,29.0,3540.18,305.4,3818.0,163.0,,,,,,,,,4,2019-07-23,2020-06-29,2022-12-14 12:09:24,period is double; star is likely a giant; TFOP FP
44,271893367,150.01,1,"CP, FSOP, FSCP, pVshape","1,2,3,4,5,6,7,8,9,10,11,12,13",5.85743,5.77,0.67,1.25,1.68,10.9031,5.44,52,271893367,150.01,,3,5,5,3,4,4,4,40.6,104.4,125.8,4,2,3,CP,CP,10.9031,0.006,,1,spoc-s01-s39-b0A-CP,QLP,07:31:51.7,-73:36:21.73,-15.215,0.028999999999999998,27.144000000000002,0.033,2459363.044953,0.0011139336,5.85740753759727,3.0940705000000003E-6,5.85480292934519,0.02472023,7.069097999999999,0.029276999999999997,6489.730234578721,26.96511,13.8892761532574,0.61632216,750.922027314322,1335.1143400762,157.52177,336.267,1.916,5982.9,108.8,4.03,0.08,1.6798700094223002,0.07412560000000001,0.211186,0.046085,1.1,0.141051,"9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,39",2018-09-05,2022-10-17,2022-12-14 12:09:24,TOI 150 b
